,1. open,2. high,3. low,4. close,5. volume
2014-12-05,1.77,1.82,1.65,1.69,7236403.0
2014-11-28,2.08,2.15,1.76,1.78,10453411.0
2014-11-21,1.87,2.15,1.8,2.07,7890147.0
2014-11-14,1.94,1.98,1.84,1.87,3662289.0
2014-11-07,2.05,2.07,1.83,1.95,6985062.0
2014-10-31,1.87,2.26,1.85,2.05,6954984.0
2014-10-24,1.86,1.94,1.75,1.9,4963559.0
2014-10-17,1.72,2.0,1.5599,1.86,8707519.0
2014-10-10,2.07,2.1,1.69,1.71,9186519.0
2014-10-03,2.11,2.18,1.92,2.08,7579710.0
2014-09-26,2.17,2.47,2.1,2.13,8885043.0
2014-09-19,2.27,2.28,2.15,2.19,5520400.0
2014-09-12,2.4,2.5,2.23,2.27,6017500.0
2014-09-05,2.36,2.39,2.22,2.39,4834500.0
2014-08-29,2.15,2.63,2.09,2.36,13831000.0
2014-08-22,2.53,2.58,2.12,2.15,13365600.0
2014-08-15,3.11,3.138,2.48,2.53,11416700.0
2014-08-08,2.79,3.16,2.76,3.1,9942600.0
2014-08-01,2.95,3.03,2.6935,2.8,8216300.0
2014-07-25,2.68,3.07,2.63,2.94,14553900.0
2014-07-18,2.9,2.9099,2.56,2.71,9494400.0
2014-07-11,3.11,3.17,2.6,2.85,10624800.0
2014-07-03,3.02,3.36,2.96,3.13,14565500.0
2014-06-27,3.02,3.23,2.97,3.02,14918000.0
2014-06-20,2.91,3.17,2.78,3.0,27439400.0
2014-06-13,2.41,3.58,2.34,2.89,51093600.0
2014-06-06,2.31,2.45,2.14,2.41,6657000.0
2014-05-30,2.31,2.54,2.25,2.3,7460900.0
2014-05-23,2.14,2.31,2.01,2.3,8290200.0
2014-05-16,2.32,2.47,2.09,2.17,9234800.0
2014-05-09,2.45,2.71,2.24,2.33,17466300.0
2014-05-02,2.6,2.65,2.25,2.44,20929400.0
2014-04-25,1.79,2.42,1.72,2.29,22499100.0
2014-04-17,2.07,2.1,1.66,1.8,19036200.0
2014-04-11,2.33,2.3878,2.0,2.06,14917300.0
2014-04-04,2.23,2.72,2.15,2.28,22617100.0
2014-03-28,2.9,2.9,2.15,2.22,22800900.0
2014-03-21,3.35,3.3501,2.54,2.92,42284000.0
2014-03-14,3.44,3.65,2.9,3.14,26024200.0
2014-03-07,3.94,4.04,3.2,3.36,27017500.0
2014-02-28,3.92,4.24,3.65,3.95,26972800.0
2014-02-21,3.47,4.12,3.26,3.91,42206700.0
2014-02-14,5.17,5.46,3.15,3.73,90719300.0
2014-02-07,4.54,5.02,4.045,4.93,56308200.0
2014-01-31,5.8,5.8,4.82,5.27,36187500.0
2014-01-24,7.05,7.15,5.55,5.7,44466400.0
2014-01-17,6.8,7.77,6.64,7.0,71428300.0
2014-01-10,5.22,6.84,5.1004,6.35,60606200.0
2014-01-03,4.37,5.3,4.31,5.09,29811700.0
2013-12-27,4.05,4.35,3.94,4.29,10331800.0
2013-12-20,4.11,4.2,3.84,4.03,23428800.0
2013-12-13,4.5,4.55,3.695,4.14,27249800.0
2013-12-06,4.05,4.78,4.04,4.43,45053900.0
2013-11-29,3.94,4.06,3.58,4.0,24114800.0
2013-11-22,3.0,4.1642,2.94,4.0,35842100.0
2013-11-15,2.44,3.19,2.38,2.92,38973000.0
2013-11-08,2.25,2.44,2.18,2.37,12469800.0
2013-11-01,2.22,2.26,2.09,2.14,7481600.0
2013-10-25,2.27,2.3,2.15,2.23,6943700.0
2013-10-18,2.13,2.28,2.06,2.22,8623600.0
2013-10-11,2.31,2.33,2.01,2.13,14153400.0
2013-10-04,2.17,2.58,2.13,2.29,29213700.0
2013-09-27,1.99,2.19,1.9,2.08,18361200.0
2013-09-20,2.0,2.01,1.9,1.99,15483700.0
2013-09-13,2.38,2.47,1.85,1.94,26407200.0
2013-09-06,2.27,2.41,2.26,2.38,3975800.0
2013-08-30,2.44,2.53,2.15,2.22,10332000.0
2013-08-23,2.0,2.47,1.9,2.36,12021500.0
2013-08-16,1.95,2.06,1.8,1.99,5791600.0
2013-08-09,2.07,2.1,1.88,1.95,5777500.0
2013-08-02,1.81,2.13,1.78,2.04,9864800.0
2013-07-26,1.78,1.85,1.65,1.77,9029300.0
2013-07-19,1.87,1.9499,1.75,1.78,9490900.0
2013-07-12,2.1,2.15,1.81,1.87,9027800.0
2013-07-05,2.24,2.25,2.06,2.1,3133400.0
2013-06-28,2.01,2.23,1.97,2.22,16118800.0
2013-06-21,2.18,2.25,1.92,2.05,6501900.0
2013-06-14,2.24,2.26,2.04,2.17,5113600.0
2013-06-07,2.42,2.45,2.12,2.21,9102300.0
2013-05-31,2.48,2.52,2.21,2.35,7582100.0
2013-05-24,2.47,2.66,2.44,2.56,7659400.0
2013-05-17,2.66,2.75,2.43,2.43,8796193.0
2013-05-10,2.55,2.89,2.5,2.69,10617600.0
