SlowK,SlowD,RSI,MACD_Signal,MACD,MACD_Hist,EMA,CCI,Aroon Down,Aroon Up,1. open,2. high,3. low,4. close,5. volume,Trend label
77.166,71.7032,56.6097,1.6933,1.9335,0.2402,45.4621,102.153,10.0,100.0,50.4,51.8,45.3,46.95,1271920.0,-1
78.1634,63.8217,69.3609,1.6333,1.9824,0.3491,45.2495,155.4979,0.0,100.0,47.75,50.3,47.05,50.1,683579.0,-1
59.7802,55.3685,63.3456,1.546,1.6953,0.1493,44.5566,76.7227,0.0,50.0,45.9,47.75,44.3,47.55,685051.0,1
53.5215,57.3037,58.9351,1.5086,1.5639,0.0552,44.129,66.8905,10.0,60.0,44.85,46.95,44.72,46.0,731191.0,1
52.8039,62.7466,56.1796,1.4948,1.5312,0.0363,43.8617,61.676,20.0,70.0,46.3,48.75,41.85,45.1,1542499.0,-1
65.5857,71.4931,61.9126,1.4857,1.5588,0.073,43.6848,106.1873,30.0,80.0,45.8,46.65,44.75,46.48,408005.0,-1
69.8503,74.1569,59.2552,1.4675,1.4308,-0.0367,43.2854,146.7284,40.0,90.0,47.8,47.9,44.0,45.5,528958.0,-1
79.0433,77.8787,68.7227,1.4767,1.3465,-0.1302,42.9691,257.0598,50.0,100.0,42.7,49.5,42.45,47.65,1729237.0,1
73.5772,71.6089,53.0078,1.5092,1.0004,-0.5088,42.3004,56.9943,60.0,0.0,43.0,43.35,42.0,42.65,475035.0,1
81.0155,61.1642,53.7368,1.6364,1.0531,-0.5833,42.2504,6.0147,70.0,10.0,41.9,43.25,41.15,42.8,643175.0,1
60.2341,38.3718,50.6849,1.7822,1.0899,-0.6924,42.1719,-11.8522,80.0,20.0,43.8,43.8,41.2,42.05,480739.0,-1
42.243,21.1434,57.5143,1.9553,1.1973,-0.758,42.1893,-21.4609,90.0,30.0,39.9,43.6,39.85,43.55,1057698.0,1
12.6383,9.2653,38.6742,2.1448,1.1642,-0.9806,41.995,-99.2921,100.0,40.0,40.5,40.8,38.88,39.75,558796.0,1
8.5491,7.0881,42.4652,2.39,1.492,-0.8979,42.3157,-97.9624,100.0,50.0,41.05,41.95,39.8,40.6,994184.0,-1
6.6085,11.9915,44.7895,2.6145,1.8022,-0.8123,42.5608,-113.9361,90.0,60.0,40.7,42.3,40.35,41.1,386044.0,-1
6.1066,24.4341,42.5245,2.8175,2.1209,-0.6966,42.7695,-156.6312,100.0,0.0,41.35,42.35,40.3,40.7,549312.0,-1
23.2594,45.4024,43.7356,2.9917,2.5376,-0.4541,43.0651,-193.6338,100.0,10.0,42.85,43.9,40.65,41.0,738665.0,-1
43.9364,61.0367,52.2119,3.1052,3.002,-0.1032,43.3601,-77.6905,30.0,20.0,46.75,47.45,42.4,42.9,939372.0,-1
69.0115,68.8177,74.9043,3.131,3.3576,0.2266,43.4258,80.8206,40.0,30.0,46.15,48.2,45.6,46.2,562794.0,-1
70.1622,67.3263,74.9043,3.0744,3.4267,0.3523,43.0295,77.9422,0.0,40.0,46.5,47.3,45.6497,46.2,567555.0,-1
67.2794,65.234,76.9567,2.9863,3.465,0.4787,42.5766,77.7058,0.0,50.0,45.65,46.85,44.95,46.45,438628.0,1
64.5372,64.3202,74.8478,2.8666,3.438,0.5714,42.0233,48.0304,0.0,60.0,45.0,45.7,43.6,45.6,379498.0,1
63.8853,65.9184,74.4768,2.7238,3.4401,0.7163,41.5123,84.7844,0.0,70.0,47.15,47.4,44.35,45.45,1059611.0,-1
64.5382,70.9603,84.5822,2.5447,3.4081,0.8634,40.9498,106.604,0.0,80.0,45.75,47.5,45.1,46.8,969435.0,1
69.3317,78.9399,82.4375,2.3289,3.1801,0.8512,40.114,67.0876,10.0,90.0,44.5,45.75,41.0,45.45,1341963.0,1
79.011,85.0744,82.0207,2.116,2.9804,0.8643,39.3517,113.9221,20.0,100.0,44.05,48.67,44.05,45.2,1844004.0,1
88.4768,88.375,79.3777,1.9,2.7075,0.8075,38.5163,92.1548,30.0,100.0,42.75,44.55,41.9,43.7,653460.0,1
87.7354,85.4139,77.7062,1.6981,2.4726,0.7745,37.7757,101.4342,40.0,80.0,42.75,43.15,41.75,42.85,624791.0,1
88.9128,81.1068,77.5133,1.5045,2.2233,0.7189,37.0508,139.5503,0.0,90.0,42.7,43.4,41.55,42.75,950298.0,1
79.5935,67.5572,77.3367,1.3247,1.8831,0.5583,36.2367,207.4813,10.0,100.0,40.05,43.98,40.0,42.65,1497991.0,1
74.8141,56.5915,73.9284,1.1852,1.4315,0.2464,35.3205,262.0161,20.0,100.0,36.1,41.6,36.05,40.8,1395077.0,1
48.2639,47.6306,59.8173,1.1236,1.0227,-0.1009,34.5377,191.2816,30.0,100.0,36.0,37.9,35.25,36.0,935238.0,1
46.6964,51.8601,57.4419,1.1488,0.9748,-0.174,34.3288,57.2629,40.0,60.0,33.6,36.25,33.4,35.45,628718.0,1
47.9315,59.623,47.233,1.1923,0.9555,-0.2368,34.1686,-100.9903,0.0,0.0,34.75,35.2,33.1,33.45,388015.0,1
60.9524,62.2222,54.9432,1.2515,1.1205,-0.131,34.2712,14.9596,10.0,0.0,35.45,35.75,33.89,34.75,572617.0,-1
69.9851,57.9907,60.0313,1.2842,1.1825,-0.1017,34.2029,53.4573,20.0,10.0,34.4,35.9,33.9,35.5,498018.0,1
55.7292,47.5733,55.3137,1.3096,1.1681,-0.1415,34.0175,28.3297,30.0,20.0,35.75,36.3,33.75,34.55,568547.0,-1
48.2579,44.617,61.5032,1.345,1.2295,-0.1156,33.9415,57.5238,0.0,30.0,34.1,35.85,33.83,35.45,779254.0,1
38.7328,48.2422,53.4251,1.3739,1.1982,-0.1757,33.726,-51.1828,10.0,40.0,33.3,34.95,32.8,33.9,414114.0,1
46.8602,56.6216,50.7233,1.4179,1.2987,-0.1191,33.7011,-66.6667,20.0,50.0,34.65,34.75,33.0,33.45,1059316.0,-1
59.1337,64.2007,58.9273,1.4476,1.454,0.0064,33.737,65.7718,0.0,60.0,34.85,36.0,34.4,34.65,568415.0,-1
63.871,67.3576,60.3925,1.446,1.5088,0.0627,33.6066,69.7197,0.0,70.0,35.15,35.5,34.35,34.85,486403.0,-1
69.5973,69.9158,62.1305,1.4304,1.5364,0.1061,33.4289,99.7664,0.0,80.0,35.0,35.8,34.45,35.1,702928.0,-1
68.6045,67.4377,62.7809,1.4038,1.5239,0.1201,33.1902,73.5708,10.0,90.0,35.45,36.6,32.25,35.2,1372816.0,-1
71.5457,66.4898,64.9216,1.3738,1.4756,0.1018,32.9031,121.8084,20.0,100.0,34.15,36.675,34.0,35.55,663834.0,1
62.163,64.5295,60.0129,1.3484,1.3568,0.0084,32.525,68.5921,0.0,90.0,34.25,34.65,33.15,34.15,489969.0,1
65.7609,69.2053,61.9639,1.3463,1.328,-0.0183,32.2928,90.6574,10.0,100.0,32.6,35.5,32.6,34.5,957694.0,1
65.6647,73.6768,53.6298,1.3508,1.2363,-0.1145,31.9775,49.7047,20.0,70.0,34.05,34.25,32.0,32.35,443615.0,1
76.1905,74.071,60.2626,1.3795,1.3202,-0.0593,31.9243,114.5096,30.0,80.0,33.75,34.8,33.3,33.55,247268.0,-1
79.1752,71.9421,61.9875,1.3943,1.2858,-0.1085,31.692,169.7394,40.0,0.0,34.35,34.7,33.4,33.85,416358.0,-1
66.8472,69.0128,62.7964,1.4214,1.1927,-0.2287,31.3838,183.8031,50.0,0.0,31.65,35.3,31.1,34.0,943203.0,1
69.8039,68.9691,54.1882,1.4786,1.0413,-0.4373,31.01,-12.6697,60.0,0.0,29.65,32.1,29.65,31.6,635084.0,1
70.3874,59.9201,45.9866,1.5879,1.0773,-0.5106,30.9257,-59.5029,70.0,0.0,31.85,32.3,29.0,29.85,785388.0,-1
66.7159,41.7233,56.6859,1.7156,1.2857,-0.4299,31.0794,-16.7156,80.0,10.0,31.55,32.4,30.9,31.9,318953.0,-1
42.6569,22.3832,55.08,1.823,1.3242,-0.4988,30.9622,-43.562,90.0,20.0,30.35,31.9,29.3,31.55,516875.0,1
15.7971,11.4789,48.725,1.9478,1.3898,-0.558,30.8782,-84.9253,100.0,30.0,30.7,31.0,28.15,30.25,722615.0,1
8.6954,17.3254,47.7006,2.0872,1.5857,-0.5016,30.968,-75.7322,100.0,40.0,29.85,32.25,28.95,30.05,918061.0,1
9.9442,33.1004,46.498,2.2126,1.833,-0.3797,31.0991,-82.3114,40.0,50.0,31.0,32.0,29.65,29.8,409966.0,-1
33.3365,55.7891,50.6944,2.3076,2.1474,-0.1602,31.2847,-72.0224,50.0,60.0,30.95,31.4,30.3,30.8,381882.0,-1
56.0205,70.4674,51.7881,2.3476,2.4157,0.0681,31.3539,-3.2263,0.0,70.0,35.15,35.395,30.94,31.06,779861.0,-1
78.0102,69.7161,72.1572,2.3306,2.6965,0.3659,31.3959,109.9626,0.0,80.0,35.19,35.8,34.4224,34.84,531570.0,-1
77.3715,60.4961,73.7456,2.2391,2.6308,0.3917,30.9039,172.9233,0.0,90.0,36.04,36.04,34.43,35.07,687958.0,-1
53.7667,52.0504,78.6217,2.1412,2.4853,0.3441,30.3087,280.0631,0.0,100.0,32.23,36.81,32.23,35.79,1406735.0,1
50.3502,58.0753,67.8252,2.0552,2.1901,0.1349,29.5257,33.243,0.0,40.0,30.01,31.85,29.64,31.73,537835.0,1
52.0344,64.5742,61.5902,2.0214,2.1948,0.1734,29.2108,41.2693,0.0,50.0,31.85,32.6,30.16,30.28,436576.0,-1
71.8412,71.7208,75.9285,1.9781,2.3166,0.3385,29.0581,76.6502,10.0,60.0,31.9,32.29,31.0,31.85,486917.0,-1
69.847,74.9277,75.9285,1.8935,2.2785,0.385,28.6592,85.8557,20.0,70.0,30.85,32.34,30.5542,31.85,559776.0,1
73.4743,80.5876,73.3343,1.7972,2.1967,0.3995,28.2034,86.1925,30.0,80.0,31.01,31.43,30.785,31.04,414440.0,1
81.4618,84.616,73.3023,1.6973,2.1428,0.4455,27.7981,119.224,40.0,90.0,31.53,31.98,30.9,31.03,504024.0,-1
86.8267,83.7312,79.4768,1.586,2.0439,0.4579,27.3364,166.9061,50.0,100.0,30.07,32.725,29.15,31.75,1182783.0,1
85.5596,78.7666,75.0343,1.4715,1.8146,0.3431,26.7059,187.7596,60.0,100.0,29.13,30.79,29.13,30.06,640554.0,1
78.8072,66.4315,72.4981,1.3857,1.6676,0.2819,26.2268,205.7882,70.0,100.0,28.25,30.05,28.0,29.26,876297.0,1
71.933,54.1042,67.0353,1.3152,1.5372,0.222,25.7935,128.0859,0.0,100.0,27.16,28.49,27.16,27.81,465338.0,1
48.5543,46.9186,63.4781,1.2597,1.496,0.2363,25.5054,-3.5308,0.0,60.0,26.9,27.08,25.48,27.02,249928.0,1
41.8253,55.2757,62.9775,1.2007,1.5021,0.3015,25.289,4.0739,0.0,70.0,25.82,27.25,24.55,26.91,529347.0,1
50.3763,70.7286,59.278,1.1253,1.4993,0.374,25.0575,34.4699,10.0,80.0,27.17,27.53,25.8,26.1,1016087.0,-1
73.6256,82.5952,63.6602,1.0318,1.5563,0.5246,24.9085,61.866,20.0,90.0,27.8,28.0,26.22,26.72,616002.0,-1
88.1841,85.9345,72.8902,0.9007,1.5434,0.6427,24.6497,86.8555,0.0,100.0,27.21,28.18,26.26,27.9,883843.0,-1
85.976,83.4113,70.7907,0.74,1.3843,0.6443,24.1854,94.4718,0.0,90.0,27.5,27.71,26.6,27.25,699752.0,1
83.6433,82.2369,72.7407,0.5789,1.2272,0.6483,23.7476,117.3704,10.0,100.0,25.95,28.0,25.95,27.5,877544.0,1
80.6147,83.388,68.7064,0.4168,0.9834,0.5666,23.2116,115.9352,20.0,80.0,25.74,26.3,25.38,26.2,542315.0,1
82.4528,83.7138,67.0522,0.2752,0.7903,0.5152,22.7847,164.5388,0.0,90.0,26.12,26.8699,25.18,25.71,692927.0,1
87.0965,82.3285,69.7614,0.1464,0.5823,0.4359,22.3668,195.5093,10.0,100.0,23.75,27.1,23.75,26.11,1311845.0,1
81.5922,80.519,58.16,0.0374,0.2675,0.2301,21.832,86.4637,20.0,70.0,22.99,23.31,22.095,23.06,423537.0,1
78.2967,80.8229,57.8738,-0.0201,0.1725,0.1926,21.6566,84.5221,0.0,80.0,21.9,23.02,21.46,23.0,337354.0,1
81.6681,83.5406,53.8495,-0.0683,0.0547,0.123,21.4647,91.2597,10.0,0.0,22.67,22.96,21.75,22.15,308504.0,1
82.5038,84.7087,56.718,-0.099,-0.0099,0.0891,21.3667,142.5687,20.0,10.0,22.84,23.39,22.19,22.65,687336.0,-1
86.4498,83.1784,58.2828,-0.1213,-0.143,-0.0217,21.1834,107.4459,30.0,20.0,20.83,22.96,20.23,22.93,527058.0,1
85.1727,74.004,47.769,-0.1159,-0.3394,-0.2235,20.9339,27.3331,40.0,0.0,21.5,21.59,19.75,20.66,238721.0,1
77.9128,57.6818,52.547,-0.06,-0.354,-0.294,20.973,43.3305,50.0,10.0,20.36,21.905,20.25,21.57,397236.0,1
58.9266,40.3525,45.9731,0.0135,-0.4601,-0.4736,20.8878,-9.7545,60.0,0.0,20.0,20.49,19.76,20.34,326131.0,1
36.206,25.6901,44.6835,0.1319,-0.4636,-0.5956,20.966,-50.4704,70.0,10.0,19.43,20.17,17.96,20.11,519339.0,1
25.9248,22.3113,40.3365,0.2808,-0.438,-0.7188,21.0883,-69.4634,80.0,0.0,19.1,19.66,18.79,19.33,458408.0,1
14.9395,25.5589,37.7397,0.4605,-0.3194,-0.7799,21.3395,-106.578,90.0,10.0,18.41,19.47,18.24,18.87,529402.0,1
26.0696,34.5272,33.5523,0.6555,-0.1166,-0.7721,21.6923,-195.3567,100.0,0.0,17.17,18.58,17.105,18.13,691079.0,1
35.6676,33.7204,29.3941,0.8485,0.2192,-0.6293,22.2012,-190.5131,100.0,0.0,22.95,23.545,17.31,17.41,1289775.0,-1
41.8445,26.9231,53.3473,1.0059,0.718,-0.2878,22.8856,-69.1706,100.0,10.0,22.63,23.25,21.01,23.15,656529.0,-1
23.6492,20.1001,50.3667,1.0778,0.7598,-0.318,22.8479,-103.627,80.0,0.0,22.23,22.98,21.21,22.68,487339.0,1
15.2756,22.5304,45.8629,1.1573,0.85,-0.3074,22.8719,-128.2086,90.0,10.0,21.86,23.585,21.3101,22.0,750456.0,1
21.3755,26.785,41.9594,1.2342,1.0219,-0.2123,22.9964,-189.0922,100.0,20.0,23.07,23.31,21.19,21.44,810715.0,-1
30.9401,30.628,53.9666,1.2872,1.2835,-0.0038,23.2187,-72.393,0.0,30.0,23.82,24.5299,23.35,23.36,281359.0,-1
28.0394,34.5533,58.1809,1.2882,1.4032,0.115,23.1986,-49.3312,0.0,40.0,23.96,24.34,23.361,23.9,357531.0,-1
32.9044,44.8342,57.6295,1.2594,1.4806,0.2212,23.0984,-26.2534,0.0,50.0,23.79,25.215,22.808,23.8,1318305.0,1
42.716,54.9396,58.3918,1.2041,1.568,0.3639,22.9981,7.1908,0.0,60.0,24.82,25.0,23.5,23.91,657213.0,-1
58.8822,65.7094,64.6931,1.1131,1.6456,0.5325,22.8679,58.0096,10.0,70.0,25.4,25.64,24.52,24.81,553255.0,-1
63.2207,74.5469,69.1719,0.98,1.6291,0.6491,22.5904,75.4976,20.0,80.0,24.9,25.65,24.71,25.41,365365.0,-1
75.0253,85.5899,67.6607,0.8177,1.5232,0.7055,22.1876,83.207,30.0,90.0,25.26,25.585,24.87,24.96,832755.0,1
85.3947,92.0776,70.2075,0.6414,1.4118,0.7704,21.7916,115.9268,40.0,100.0,25.9,27.3,24.52,25.33,1236975.0,-1
96.3497,95.076,78.9549,0.4488,1.2113,0.7625,21.2861,131.2584,0.0,100.0,24.01,26.56,22.0,26.54,1833863.0,1
94.4884,87.6503,70.2007,0.2581,0.8146,0.5565,20.5355,116.6345,10.0,100.0,23.89,24.0,22.67,23.37,989317.0,1
94.39,74.7026,73.3179,0.119,0.6191,0.5001,20.1306,151.883,20.0,100.0,22.72,23.8,21.5523,23.73,594297.0,1
74.0723,57.4644,70.1353,-0.006,0.324,0.3301,19.6164,219.7054,30.0,100.0,21.92,23.1,21.5,22.77,745744.0,1
55.6454,50.8953,66.9166,-0.0885,0.0404,0.129,19.1659,261.4808,0.0,100.0,18.66,22.39,18.45,21.9,851844.0,1
42.6753,53.9432,44.6323,-0.1208,-0.2336,-0.1128,18.7753,-84.8927,10.0,70.0,18.08,18.69,17.44,18.29,468916.0,1
54.3651,64.9098,43.2015,-0.0926,-0.2124,-0.1198,18.8446,-54.2949,20.0,80.0,18.62,18.81,17.55,18.14,383347.0,-1
64.7892,70.4261,45.3828,-0.0626,-0.1669,-0.1043,18.9452,50.2827,30.0,90.0,19.07,19.53,18.41,18.45,346518.0,-1
75.5752,75.2763,49.3624,-0.0366,-0.1381,-0.1015,19.016,136.1121,40.0,0.0,19.17,19.68,18.91,19.0,231462.0,-1
70.914,72.5891,48.6252,-0.0112,-0.1552,-0.144,19.0183,92.5046,50.0,0.0,18.98,19.56,18.6344,18.9,396353.0,1
79.3397,71.1519,50.1361,0.0248,-0.1646,-0.1894,19.0352,-19.4586,60.0,10.0,17.47,19.2,17.16,19.13,661162.0,1
67.5137,56.612,45.0593,0.0721,-0.1977,-0.2698,19.0216,-10.5219,70.0,20.0,19.18,19.64,18.12,18.37,563267.0,-1
66.6023,42.6665,50.4756,0.1396,-0.1597,-0.2993,19.1147,-17.2977,80.0,30.0,17.98,19.31,17.51,19.26,634556.0,1
35.7201,25.7759,40.7533,0.2144,-0.1994,-0.4138,19.094,-66.8354,90.0,0.0,18.77,19.0,17.48,17.91,802161.0,1
25.6771,20.9213,45.6526,0.3179,-0.1097,-0.4276,19.2631,-77.3477,100.0,10.0,16.96,19.375,16.54,18.73,914339.0,1
15.9306,26.3895,30.8772,0.4248,-0.0772,-0.502,19.3393,-164.3376,100.0,20.0,18.18,18.28,17.0,17.11,551030.0,1
21.1562,40.7696,36.6313,0.5503,0.1303,-0.4199,19.6577,-134.843,90.0,0.0,18.59,19.39,17.97,18.15,581154.0,-1
42.0816,56.139,38.5589,0.6553,0.2875,-0.3678,19.8731,-222.5134,100.0,0.0,18.91,19.05,17.54,18.46,946966.0,-1
59.071,61.5979,42.9559,0.7472,0.4523,-0.2949,20.075,-102.1578,20.0,0.0,20.41,20.43,18.89,19.13,304587.0,-1
67.2646,59.7294,54.5763,0.8209,0.5879,-0.233,20.21,29.3815,30.0,0.0,20.64,20.94,20.215,20.52,777316.0,-1
58.4583,54.8495,54.0939,0.8792,0.6109,-0.2682,20.1657,-27.5788,40.0,10.0,19.61,20.5,19.5512,20.46,616896.0,1
53.4652,50.8385,47.5799,0.9462,0.6375,-0.3087,20.1237,-92.6865,50.0,20.0,19.02,20.04,18.72,19.68,529026.0,1
52.6249,44.9068,50.3847,1.0234,0.7416,-0.2818,20.187,-50.0253,60.0,30.0,20.75,20.9199,19.62,20.02,518342.0,-1
46.4254,37.0248,54.834,1.0939,0.829,-0.2649,20.2109,-45.3953,70.0,0.0,19.75,20.95,19.55,20.54,650850.0,1
35.6701,32.4631,49.0742,1.1601,0.8755,-0.2846,20.1639,-101.0615,80.0,10.0,19.75,20.39,19.57,19.8,442660.0,1
28.9789,34.1981,48.8362,1.2312,0.9976,-0.2336,20.2159,-134.8727,90.0,20.0,19.53,20.4499,19.29,19.77,546460.0,1
32.7402,39.6627,46.8226,1.2896,1.1419,-0.1477,20.2796,-151.4386,100.0,30.0,21.06,21.88,17.8101,19.5,1450917.0,-1
40.8752,42.7314,56.8994,1.3266,1.337,0.0104,20.3909,-16.4976,10.0,40.0,21.77,22.14,20.22,20.85,357545.0,-1
45.3727,41.4292,64.0694,1.324,1.4291,0.1051,20.3253,71.1746,0.0,50.0,22.17,22.72,21.54,21.63,340916.0,-1
41.9461,41.7485,67.5047,1.2977,1.4464,0.1487,20.139,83.8975,0.0,60.0,21.08,23.3,20.7,21.98,631829.0,1
36.9688,49.5758,63.4194,1.2605,1.4119,0.1514,19.876,43.4991,0.0,70.0,20.89,21.58,20.77,21.17,332771.0,1
46.3307,62.6367,62.5296,1.2227,1.4298,0.2071,19.6911,54.8941,0.0,80.0,20.82,21.66,20.75,21.0,386920.0,1
65.4279,75.0369,61.2832,1.1709,1.4491,0.2782,19.5041,60.52,0.0,90.0,21.64,21.93,20.15,20.75,533588.0,-1
76.1516,77.3367,69.526,1.1013,1.4781,0.3767,19.3261,147.851,10.0,100.0,23.37,23.466,21.16,21.74,747393.0,-1
83.5312,76.7656,84.1344,1.0072,1.3928,0.3857,18.9813,207.0175,20.0,100.0,20.12,23.45,19.99,23.16,961892.0,1
72.3272,71.6863,72.1586,0.9107,1.1192,0.2084,18.3843,110.7094,30.0,100.0,19.95,20.68,19.57,19.93,459297.0,1
74.4383,71.2952,72.041,0.8586,1.0825,0.2238,18.1635,110.0486,0.0,70.0,19.18,20.24,18.92,19.91,359587.0,1
68.2934,68.5336,67.6788,0.8027,1.0219,0.2192,17.914,107.9704,10.0,80.0,19.29,19.7,19.01,19.2,421463.0,1
71.1539,66.4664,74.2906,0.7479,1.002,0.2542,17.7303,184.6172,0.0,90.0,19.07,20.27,18.62,19.65,752048.0,-1
66.1534,64.344,71.9922,0.6843,0.9163,0.232,17.4561,222.8981,0.0,100.0,18.48,20.335,17.96,19.23,1122433.0,1
62.0919,65.371,65.9999,0.6264,0.8363,0.2099,17.2026,109.2387,0.0,100.0,17.97,18.85,17.65,18.31,674970.0,1
64.7865,72.169,64.1227,0.5739,0.8157,0.2418,17.0444,49.1298,10.0,60.0,17.82,18.06,17.47,18.06,256996.0,1
69.2346,77.7719,61.7668,0.5134,0.803,0.2896,16.8994,38.8548,0.0,70.0,18.31,18.31,17.11,17.75,304822.0,-1
82.4858,80.1749,67.2823,0.441,0.8066,0.3656,16.7778,76.8327,0.0,80.0,18.06,18.49,17.37,18.18,513776.0,-1
81.5952,77.8605,66.8485,0.3496,0.7558,0.4062,16.5775,95.8433,10.0,90.0,18.38,18.49,17.78,18.11,228197.0,-1
76.4438,77.0791,70.8324,0.2481,0.687,0.439,16.3586,103.3197,0.0,100.0,17.56,18.6,17.31,18.44,310890.0,1
75.5425,79.7345,66.284,0.1383,0.5557,0.4173,16.0613,86.614,0.0,100.0,17.28,18.33,16.77,17.61,961783.0,1
79.251,81.653,64.0339,0.034,0.4644,0.4304,15.84,93.1425,10.0,100.0,17.82,18.31,17.01,17.24,489529.0,-1
84.4101,81.0355,70.944,-0.0736,0.3789,0.4525,15.64,104.9533,20.0,100.0,17.09,18.09,16.46,17.84,560149.0,1
81.298,79.5947,67.6445,-0.1867,0.2031,0.3899,15.3257,112.1687,30.0,100.0,16.21,17.9,16.21,17.21,402068.0,1
77.3985,74.4714,62.1127,-0.2842,0.04,0.3242,15.0566,92.4417,40.0,90.0,16.47,16.64,15.52,16.31,405180.0,1
80.0876,68.6265,63.972,-0.3652,-0.0772,0.2881,14.8775,144.8151,50.0,100.0,15.83,17.25,15.65,16.48,406810.0,1
65.9282,54.8978,59.6206,-0.4373,-0.243,0.1943,14.6486,148.4224,60.0,90.0,16.27,16.6399,15.43,15.8,776628.0,1
59.8635,42.3334,64.7999,-0.4858,-0.3817,0.1041,14.4841,128.9446,70.0,100.0,13.39,16.95,13.1405,16.3,1043050.0,1
38.9015,28.9584,35.4087,-0.5119,-0.6043,-0.0924,14.2247,-80.9354,80.0,10.0,13.63,14.04,13.16,13.39,316790.0,1
28.235,22.7766,39.0379,-0.4888,-0.5832,-0.0944,14.3439,-59.9053,90.0,20.0,13.2,14.6999,13.14,13.75,393108.0,1
19.7385,22.2802,27.744,-0.4652,-0.5845,-0.1193,14.4288,-148.7728,100.0,30.0,13.24,14.12,12.56,13.14,548770.0,1
20.3563,29.307,28.3642,-0.4353,-0.5155,-0.0802,14.6129,-152.5173,100.0,40.0,13.91,14.21,13.07,13.22,487286.0,-1
26.7457,43.1001,36.663,-0.4153,-0.4281,-0.0128,14.8118,-94.902,20.0,0.0,14.14,14.6,13.62,14.12,380561.0,-1
40.819,61.5944,38.4636,-0.4121,-0.402,0.0101,14.9107,-82.32,30.0,0.0,14.42,14.65,13.92,14.28,556500.0,-1
61.7356,75.2347,40.713,-0.4146,-0.379,0.0356,15.0008,-27.5188,40.0,0.0,14.96,15.16,14.3,14.48,331100.0,-1
82.2287,76.9189,47.4571,-0.4235,-0.3646,0.0589,15.0752,20.9197,50.0,10.0,15.11,15.28,14.57,15.02,374000.0,-1
81.7398,64.7961,49.3652,-0.4382,-0.3959,0.0423,15.0831,50.0191,60.0,20.0,15.23,15.26,14.85,15.16,395400.0,-1
66.7881,45.3393,49.4931,-0.4488,-0.4444,0.0044,15.0721,72.9386,70.0,30.0,15.16,15.41,14.99,15.17,280900.0,1
45.8603,32.3764,46.8921,-0.4499,-0.5008,-0.0509,15.0581,-12.0986,80.0,0.0,14.45,15.09,14.154,14.96,361900.0,1
23.3695,31.6963,39.4023,-0.4372,-0.5441,-0.1069,15.0721,-97.7262,90.0,0.0,14.12,14.624,14.0,14.4,435200.0,1
27.8992,47.6908,33.8553,-0.4105,-0.5344,-0.1239,15.1681,-193.1515,100.0,10.0,14.2,14.62,13.5,14.03,654300.0,1
43.8201,60.1236,35.4332,-0.3795,-0.4766,-0.0971,15.3307,-160.7408,0.0,20.0,15.04,15.05,14.18,14.23,285900.0,-1
71.353,65.0006,43.3417,-0.3552,-0.4163,-0.0611,15.4879,45.723,10.0,30.0,15.44,15.56,14.85,15.1,291400.0,-1
65.1978,58.2202,44.8967,-0.34,-0.4218,-0.0819,15.5433,56.7417,20.0,0.0,15.53,15.64,14.62,15.25,541000.0,-1
58.4511,57.1548,47.3425,-0.3195,-0.438,-0.1186,15.5852,64.7036,30.0,0.0,14.7,15.65,14.66,15.49,360900.0,1
51.0117,58.488,38.4092,-0.2898,-0.4768,-0.187,15.5988,-41.718,40.0,10.0,14.99,15.14,14.41,14.78,458600.0,1
62.0016,58.9742,40.2258,-0.2431,-0.447,-0.2039,15.7158,-31.4472,50.0,0.0,15.09,15.41,14.5801,14.99,691900.0,-1
62.4507,49.5241,40.5546,-0.1921,-0.4239,-0.2318,15.8195,-46.0975,60.0,0.0,15.13,15.55,14.2,15.03,759000.0,-1
52.4704,34.7231,41.548,-0.1342,-0.3923,-0.2581,15.9323,-41.8318,70.0,10.0,15.7,15.7,14.57,15.16,730200.0,-1
33.6513,19.5573,45.3133,-0.0696,-0.3595,-0.2899,16.0426,-33.5639,80.0,0.0,15.2,15.76,15.05,15.65,503300.0,1
18.0476,12.6802,40.1313,0.0028,-0.3623,-0.3651,16.0987,-77.0784,90.0,10.0,14.2,15.19,14.15,15.13,625500.0,1
6.9729,15.5678,30.8289,0.0941,-0.3077,-0.4018,16.2371,-131.9462,100.0,20.0,14.2,14.705,13.75,14.31,708300.0,1
13.0202,22.4988,28.6383,0.1946,-0.15,-0.3445,16.5124,-202.7311,100.0,30.0,14.45,14.66,13.82,14.13,750000.0,-1
26.7102,25.7288,30.941,0.2807,0.0719,-0.2088,16.8527,-222.9753,100.0,40.0,16.89,17.3,14.58,14.6,920900.0,-1
27.766,19.6613,46.5736,0.3329,0.3061,-0.0268,17.1745,-113.9186,90.0,50.0,17.39,17.84,16.65,16.78,332700.0,-1
22.7102,19.8304,53.4913,0.3396,0.3786,0.039,17.2309,-119.7999,100.0,60.0,17.28,17.69,16.0001,17.4,319700.0,-1
8.5078,28.1436,50.2749,0.3299,0.4025,0.0726,17.2067,-32.0738,0.0,70.0,17.32,18.44,17.03,17.1,453400.0,1
28.2732,50.7947,54.5777,0.3117,0.4577,0.146,17.222,15.0273,10.0,80.0,17.4,18.45,17.4,17.48,554300.0,-1
47.6499,69.7672,52.6585,0.2752,0.4829,0.2077,17.1851,10.2562,0.0,90.0,18.15,18.38,17.19,17.28,389100.0,-1
