SlowK,SlowD,RSI,MACD_Signal,MACD,MACD_Hist,EMA,CCI,Aroon Down,Aroon Up,1. open,2. high,3. low,4. close,5. volume,Trend label
76.461,83.5064,63.0959,0.2233,0.5283,0.305,17.1716,91.1214,0.0,100.0,18.37,18.93,18.09,18.15,580800.0,-1
85.1908,86.449,64.2822,0.1471,0.49,0.343,17.0318,98.0279,0.0,90.0,18.43,18.61,17.815,18.24,663100.0,-1
88.8674,83.215,69.3686,0.0613,0.4249,0.3636,16.8592,137.5611,10.0,100.0,17.99,18.86,17.76,18.63,427600.0,1
85.2887,79.2985,65.9489,-0.0296,0.2958,0.3254,16.6062,129.3935,0.0,100.0,18.11,18.38,17.5,18.08,666200.0,1
75.4888,74.3595,64.044,-0.1109,0.1828,0.2938,16.3957,126.508,10.0,100.0,17.18,18.15,16.823,17.79,449500.0,1
77.118,74.6135,60.0179,-0.1844,0.0655,0.2498,16.1965,104.279,20.0,80.0,16.66,17.39,16.4,17.21,284300.0,1
70.4715,69.8289,55.2779,-0.2468,-0.0262,0.2206,16.0517,108.8427,30.0,90.0,17.41,17.61,16.12,16.6,661100.0,-1
76.251,63.7046,64.141,-0.302,-0.0808,0.2212,15.9734,153.5658,40.0,100.0,16.12,17.65,15.61,17.39,903200.0,1
62.7642,51.0344,53.7498,-0.3573,-0.2297,0.1276,15.771,111.0798,50.0,90.0,16.55,16.8,16.05,16.16,383700.0,1
52.0988,41.7881,57.0138,-0.3892,-0.2912,0.098,15.7154,129.5499,0.0,100.0,15.42,17.0,15.35,16.43,606200.0,1
38.2403,39.6877,47.045,-0.4137,-0.3929,0.0208,15.6133,7.2002,0.0,60.0,15.13,15.98,15.04,15.5,693900.0,1
35.0254,48.4514,41.5341,-0.4189,-0.4223,-0.0035,15.6295,-45.4149,0.0,70.0,15.16,15.305,14.85,15.08,572700.0,1
45.7974,63.6555,42.7741,-0.418,-0.411,0.007,15.708,-5.7474,10.0,80.0,15.4,15.4,14.96,15.21,307800.0,-1
64.5316,78.5809,43.6769,-0.4198,-0.4037,0.016,15.7792,23.2747,0.0,90.0,15.89,16.215,14.51,15.31,649800.0,-1
80.6375,87.8465,48.7723,-0.4238,-0.3988,0.0249,15.8462,86.8739,10.0,0.0,16.09,16.48,15.53,15.86,796100.0,-1
90.5737,92.551,51.3195,-0.43,-0.4427,-0.0127,15.8442,103.2763,20.0,0.0,16.04,16.24,15.51,16.12,650700.0,-1
92.3282,86.2364,50.1479,-0.4268,-0.5188,-0.092,15.8048,68.0432,30.0,10.0,15.77,16.28,15.51,15.99,481400.0,1
94.751,69.5145,47.7083,-0.4038,-0.5952,-0.1914,15.7784,21.9172,40.0,20.0,15.4,15.9221,15.09,15.71,688300.0,1
71.6301,42.531,44.6617,-0.356,-0.6554,-0.2995,15.7881,-9.2797,50.0,0.0,15.26,15.416,14.88,15.36,655500.0,1
42.1623,21.9155,43.82,-0.2811,-0.6872,-0.4061,15.8493,-27.8251,60.0,10.0,14.36,15.33,14.344,15.26,1065700.0,1
13.8008,10.3049,35.9264,-0.1796,-0.7076,-0.528,15.9335,-64.8361,70.0,20.0,13.86,14.86,13.661,14.36,1124300.0,1
9.7834,12.1768,31.499,-0.0476,-0.6316,-0.584,16.1583,-96.606,80.0,30.0,14.06,14.2696,13.55,13.9,770500.0,1
7.3306,21.1089,32.0185,0.0984,-0.4786,-0.577,16.4809,-127.4289,90.0,40.0,13.93,14.19,13.795,14.02,882000.0,1
19.4164,35.8943,31.4248,0.2426,-0.2887,-0.5313,16.8324,-206.4744,100.0,0.0,13.59,14.29,13.49,13.95,1474200.0,1
36.5797,41.9728,31.4955,0.3755,-0.0349,-0.4103,17.2442,-264.6571,100.0,0.0,17.25,17.5,13.91,13.97,2405300.0,-1
51.6869,41.1562,48.7154,0.4781,0.2876,-0.1905,17.712,-23.7221,70.0,0.0,17.84,18.26,17.38,17.46,370900.0,-1
37.6518,34.0373,51.1683,0.5257,0.3396,-0.1861,17.7479,-52.8856,80.0,10.0,17.57,17.89,17.16,17.8,531200.0,-1
34.13,32.4799,48.7071,0.5722,0.3664,-0.2058,17.7405,-90.4504,90.0,20.0,16.49,17.66,16.49,17.44,741100.0,1
30.3299,27.3413,41.1427,0.6237,0.4319,-0.1918,17.7834,-98.9294,100.0,30.0,18.34,18.76,16.29,16.42,1107700.0,-1
32.9797,21.7506,52.9176,0.6716,0.6131,-0.0585,17.9782,-40.8332,60.0,40.0,18.45,18.71,18.08,18.13,443300.0,-1
18.7143,14.2348,55.6856,0.6862,0.6614,-0.0248,17.9565,-51.7732,0.0,50.0,17.7,18.46,17.5,18.46,387500.0,1
13.5579,19.4527,50.6913,0.6924,0.6798,-0.0126,17.8846,-67.8459,10.0,60.0,17.5,18.03,17.5,17.75,465500.0,1
10.4323,34.9782,49.1662,0.6956,0.7657,0.0702,17.9038,-54.6509,20.0,70.0,18.02,18.169,17.51,17.54,414700.0,-1
34.3681,62.0222,52.3587,0.678,0.8856,0.2076,17.9558,-25.3652,0.0,80.0,17.53,19.0,17.24,18.0,1095700.0,1
60.1344,83.0675,49.7409,0.6261,0.9789,0.3528,17.9495,10.6975,0.0,90.0,20.34,20.71,17.45,17.59,1356000.0,-1
91.5642,94.7132,75.5205,0.5379,1.1255,0.5876,18.0009,101.7464,0.0,100.0,20.98,21.1,20.13,20.42,777800.0,-1
97.5039,95.7983,80.8509,0.391,1.0081,0.6171,17.6553,129.1122,0.0,100.0,20.75,20.97,19.8001,20.82,832700.0,-1
95.0715,91.152,80.4789,0.2367,0.8029,0.5661,17.2032,167.2648,0.0,100.0,19.54,20.79,19.52,20.7,853800.0,1
94.8193,88.3691,75.7428,0.0952,0.5415,0.4462,16.7036,157.4487,10.0,100.0,18.09,19.45,17.77,19.36,1701600.0,1
83.5652,84.642,70.562,-0.0163,0.3363,0.3527,16.3241,164.1721,20.0,100.0,18.24,18.56,17.8601,18.28,1012100.0,1
86.7227,88.1105,68.4868,-0.1045,0.1796,0.2841,16.0447,141.3732,30.0,100.0,16.45,17.97,15.99,17.91,1440400.0,1
83.6381,89.459,56.3657,-0.1756,0.0146,0.1902,15.7783,98.0096,40.0,100.0,16.77,16.97,16.0,16.29,682900.0,1
93.9707,88.3226,62.8078,-0.2231,-0.0312,0.1919,15.7052,144.4027,50.0,100.0,16.31,16.79,16.18,16.77,686300.0,-1
90.7681,78.5511,57.6327,-0.2711,-0.1382,0.1329,15.553,122.6976,60.0,100.0,15.97,16.49,15.844,16.2,1180700.0,1
80.2289,60.5071,55.5834,-0.3043,-0.2146,0.0897,15.4606,92.6398,70.0,10.0,15.69,16.1,15.69,15.99,584400.0,1
64.6564,41.9522,53.4609,-0.3267,-0.2877,0.039,15.385,59.1009,80.0,20.0,15.1,15.9706,15.1,15.77,697400.0,1
36.6361,25.9512,45.8377,-0.3365,-0.3544,-0.0179,15.33,-67.4807,90.0,30.0,14.9301,15.29,14.4,15.05,578200.0,1
24.5641,24.4899,44.9357,-0.332,-0.361,-0.029,15.37,-107.2594,100.0,40.0,14.45,15.41,14.05,14.97,438200.0,1
16.6534,31.4374,38.0928,-0.3247,-0.3561,-0.0314,15.4271,-196.0275,100.0,50.0,15.0694,15.13,14.28,14.38,568800.0,-1
32.2522,47.7259,45.003,-0.3169,-0.2846,0.0323,15.5767,-48.7528,20.0,0.0,15.2,15.53,14.95,15.19,404200.0,-1
45.4066,60.2876,44.7804,-0.325,-0.2716,0.0533,15.6319,-39.6517,30.0,10.0,15.55,15.82,14.9,15.17,512500.0,-1
65.5189,62.4673,48.5855,-0.3383,-0.2491,0.0892,15.6979,-7.5818,40.0,20.0,15.75,15.97,15.33,15.6,357700.0,-1
69.9373,50.2966,49.555,-0.3606,-0.2605,0.1001,15.7119,-8.6897,50.0,30.0,15.86,16.1,15.435,15.71,510600.0,-1
51.9457,31.7206,52.8327,-0.3856,-0.2825,0.1031,15.7122,-3.443,60.0,40.0,15.5,16.3299,15.37,16.09,616500.0,-1
29.0069,18.8287,48.562,-0.4114,-0.3451,0.0663,15.6582,-56.2676,70.0,50.0,14.87,15.65,14.8,15.56,501400.0,1
14.2094,12.5561,43.3345,-0.428,-0.3661,0.0619,15.6723,-84.8441,80.0,60.0,15.34,15.3515,14.82,14.96,479100.0,1
13.2699,18.2607,45.4839,-0.4435,-0.3264,0.1171,15.774,-72.9445,0.0,70.0,15.53,15.97,14.79,15.27,453700.0,-1
10.1891,32.9645,46.6253,-0.4727,-0.3026,0.1702,15.846,-71.4924,10.0,80.0,14.95,15.7,14.78,15.44,689400.0,1
31.3231,58.4544,42.8275,-0.5153,-0.2851,0.2302,15.904,-91.1264,0.0,90.0,15.0,15.33,14.85,14.94,634700.0,1
57.3813,77.6997,44.0112,-0.5728,-0.2077,0.3652,16.0417,-9.7563,0.0,100.0,17.81,17.9,14.96,15.15,2051600.0,-1
86.6588,85.26,60.9888,-0.6641,-0.1273,0.5369,16.1691,112.5447,10.0,100.0,17.12,17.9,17.1,17.5,626000.0,-1
89.0589,83.4021,58.9256,-0.7984,-0.262,0.5363,15.979,109.9891,20.0,90.0,17.39,17.49,16.52,17.16,745800.0,1
80.0623,77.6059,61.9616,-0.9324,-0.3956,0.5368,15.8103,152.7717,30.0,100.0,17.07,17.68,16.21,17.51,750500.0,-1
81.0851,76.6012,60.6585,-1.0666,-0.596,0.4706,15.5675,167.7519,40.0,100.0,15.38,17.49,15.33,17.26,665100.0,1
71.6703,69.8892,49.4338,-1.1843,-0.8177,0.3666,15.3257,99.2226,50.0,20.0,16.2,16.24,15.31,15.46,289900.0,1
77.0482,62.7091,56.1641,-1.2759,-0.9055,0.3705,15.3065,154.3926,0.0,30.0,14.98,16.375,14.925,16.3,1123200.0,1
60.9492,46.68,45.3154,-1.3685,-1.0899,0.2787,15.1646,46.8777,10.0,40.0,15.1,15.535,14.7,14.94,632900.0,1
50.1298,35.8424,46.4567,-1.4382,-1.1709,0.2674,15.1967,65.2779,20.0,50.0,15.23,15.42,14.84,15.09,309500.0,-1
28.9609,31.8158,46.5975,-1.5051,-1.2725,0.2326,15.2119,71.1325,30.0,0.0,14.61,15.75,14.38,15.11,861700.0,1
28.4364,42.6351,42.0094,-1.5632,-1.3857,0.1775,15.2265,-49.5988,40.0,10.0,14.02,14.7,13.5301,14.53,1005000.0,1
38.05,51.9505,35.9464,-1.6076,-1.4511,0.1565,15.326,-72.1764,50.0,20.0,14.87,14.87,13.6075,13.82,665900.0,-1
61.4187,54.4942,41.0618,-1.6467,-1.4411,0.2056,15.5411,-20.9707,60.0,30.0,15.2,15.5899,14.43,14.76,884100.0,-1
56.3826,40.8631,43.8713,-1.6981,-1.503,0.1951,15.6527,16.8428,70.0,0.0,15.12,16.75,14.86,15.23,1179800.0,-1
45.6811,26.7551,43.0505,-1.7469,-1.6081,0.1388,15.7131,-35.4102,80.0,10.0,14.38,15.47,14.11,15.12,801800.0,1
20.5256,13.5145,38.0071,-1.7816,-1.7077,0.0739,15.7978,-61.4864,90.0,20.0,14.25,15.14,14.24,14.44,1004700.0,1
14.0584,16.7833,36.4427,-1.8,-1.7407,0.0594,15.9918,-127.3281,100.0,30.0,13.24,14.28,12.96,14.23,2659000.0,1
5.9596,28.1727,29.4199,-1.8149,-1.7361,0.0788,16.2435,-180.3355,100.0,40.0,14.45,14.65,13.25,13.31,2187400.0,-1
30.332,47.6291,33.2676,-1.8346,-1.6112,0.2234,16.6626,-174.1836,100.0,50.0,15.55,15.77,13.91,14.38,1367600.0,-1
48.2264,59.3303,38.6701,-1.8904,-1.5375,0.353,16.9886,-11.1348,30.0,60.0,17.3,17.53,15.57,15.65,921400.0,-1
64.3288,68.6967,47.9386,-1.9787,-1.5502,0.4285,17.1799,104.9741,40.0,0.0,16.81,17.47,16.5101,17.33,932600.0,-1
65.4355,75.2354,44.595,-2.0858,-1.715,0.3708,17.1584,28.4875,50.0,0.0,16.17,16.91,15.82,16.86,428000.0,1
76.3259,75.3228,39.048,-2.1785,-1.8526,0.3259,17.2011,-7.2762,60.0,0.0,17.11,17.11,15.78,16.12,604400.0,-1
83.9449,65.0735,44.0951,-2.26,-1.9259,0.3341,17.3555,62.9776,70.0,0.0,17.14,17.86,16.83,17.06,523600.0,-1
65.6977,47.8884,45.1569,-2.3435,-2.0871,0.2564,17.3977,19.0869,80.0,0.0,16.44,17.27,15.92,17.25,470400.0,1
45.578,35.7711,39.4982,-2.4076,-2.2819,0.1257,17.4188,-48.3613,90.0,10.0,15.01,16.8,14.86,16.43,745100.0,1
32.3896,27.1939,28.7697,-2.439,-2.4138,0.0252,17.5601,-106.6108,100.0,20.0,16.0,16.88,14.25,15.1,1538200.0,1
29.3458,25.0775,32.4712,-2.4453,-2.4116,0.0337,17.9115,-80.054,90.0,30.0,15.52,16.44,14.99,16.05,780000.0,-1
19.8464,28.628,31.4688,-2.4537,-2.4705,-0.0168,18.1774,-87.5934,100.0,40.0,15.36,16.71,14.6,15.93,861300.0,1
26.0403,41.8511,27.5999,-2.4495,-2.4975,-0.048,18.4985,-103.197,100.0,0.0,16.9,17.17,14.95,15.45,889100.0,-1
39.9973,55.7035,33.059,-2.4376,-2.4468,-0.0093,18.934,-0.5389,40.0,10.0,17.66,17.93,16.77,17.01,421200.0,-1
59.5157,61.4879,35.4888,-2.4352,-2.5053,-0.0701,19.2089,-3.6762,50.0,0.0,17.07,18.32,16.77,17.61,874600.0,-1
67.5973,54.3382,33.3581,-2.4177,-2.6047,-0.187,19.4373,-19.9731,60.0,0.0,17.74,18.39,17.07,17.32,911800.0,-1
57.3506,36.0248,35.2362,-2.371,-2.6641,-0.2931,19.7397,-26.1067,70.0,10.0,18.51,18.53,16.85,17.84,1376200.0,-1
38.0666,19.1308,36.4804,-2.2977,-2.754,-0.4564,20.0111,-26.3315,80.0,0.0,17.05,19.06,16.92,18.19,1296800.0,1
12.6571,8.2973,29.1465,-2.1836,-2.8645,-0.6809,20.2713,-67.6717,90.0,10.0,16.2,17.44,15.93,17.05,2009800.0,1
6.6687,9.7719,21.4891,-2.0134,-2.8477,-0.8343,20.7315,-113.2553,100.0,0.0,15.53,16.07,15.12,15.98,1379200.0,1
5.566,13.0585,17.6724,-1.8048,-2.6759,-0.8711,21.4102,-153.8259,100.0,0.0,16.76,16.84,15.34,15.47,1735500.0,-1
17.0811,21.1018,20.2426,-1.587,-2.3658,-0.7788,22.2588,-194.5287,90.0,0.0,16.99,17.47,16.75,16.95,1971900.0,-1
16.5285,22.8913,20.3325,-1.3923,-2.0862,-0.6939,23.0173,-224.2872,100.0,0.0,21.49,22.81,16.47,17.0,5613800.0,-1
29.6957,26.8131,31.6003,-1.2188,-1.7041,-0.4853,23.8769,-128.1369,100.0,0.0,20.7,21.5,20.17,21.46,896800.0,-1
22.4497,22.3549,29.0617,-1.0975,-1.6458,-0.5483,24.2221,-93.2049,100.0,0.0,22.54,23.03,20.99,21.14,1368200.0,-1
28.2939,21.3476,33.4226,-0.9604,-1.5148,-0.5544,24.6624,-75.6464,100.0,0.0,21.79,23.2,21.171,22.39,1348300.0,-1
16.3211,18.9821,31.1924,-0.8218,-1.4529,-0.6311,24.9871,-84.3644,60.0,0.0,22.6,23.03,21.94,22.09,632500.0,-1
19.4278,21.1446,33.265,-0.664,-1.3222,-0.6581,25.4009,-76.4934,70.0,10.0,22.56,23.73,22.415,22.71,811600.0,-1
21.1975,22.5741,30.1666,-0.4995,-1.1992,-0.6997,25.7853,-117.7793,80.0,0.0,22.91,23.0,21.81,22.25,1360400.0,1
22.8084,24.3589,32.4037,-0.3246,-0.978,-0.6534,26.2904,-127.6682,90.0,0.0,23.56,23.744,22.47,23.01,1549200.0,-1
23.7164,27.1221,34.1743,-0.1612,-0.7588,-0.5976,26.759,-157.3238,100.0,10.0,24.05,24.39,21.7,23.6,3346800.0,-1
26.5519,32.915,35.879,-0.0118,-0.528,-0.5162,27.2103,-145.1477,100.0,20.0,25.48,26.09,23.23,24.17,2970600.0,-1
31.098,36.5942,40.8682,0.1172,-0.2839,-0.4011,27.6446,-128.8662,70.0,30.0,26.21,26.5,25.02,25.72,721700.0,-1
41.0951,38.6563,42.7675,0.2175,-0.1259,-0.3434,27.9196,-133.7113,80.0,40.0,26.25,27.2,25.26,26.27,1139000.0,-1
37.5895,33.4911,41.5677,0.3033,0.0215,-0.2818,28.1552,-139.9525,90.0,50.0,28.41,28.41,25.82,26.0,1336400.0,-1
37.2842,31.8866,50.5373,0.3738,0.2369,-0.1369,28.4631,-118.0143,100.0,60.0,27.52,29.0,24.3,28.54,3891300.0,-1
25.5998,38.0297,48.366,0.408,0.2497,-0.1584,28.4522,-6.3416,20.0,70.0,28.0,29.65,27.51,27.99,1556500.0,1
32.7759,54.8378,48.8573,0.4476,0.3184,-0.1292,28.5182,-54.23,30.0,0.0,27.63,29.13,26.63,28.13,1294300.0,1
55.7134,67.8955,46.4806,0.4799,0.3872,-0.0927,28.5736,-48.534,40.0,0.0,29.0,29.98,27.1,27.45,1123500.0,-1
76.024,66.8515,51.0664,0.5031,0.5387,0.0356,28.7342,33.4151,50.0,0.0,31.05,31.8,28.7501,28.91,833800.0,-1
71.949,52.7046,55.6342,0.4942,0.5755,0.0813,28.709,21.1534,0.0,10.0,29.32,30.35,28.8,30.26,589100.0,1
52.5815,36.1382,53.499,0.4739,0.4766,0.0027,28.4875,-12.7088,10.0,20.0,28.39,29.54,27.135,29.49,844500.0,1
33.5832,28.3596,49.6775,0.4732,0.422,-0.0513,28.3442,-51.131,0.0,30.0,27.88,28.3,26.26,28.14,1592000.0,1
22.2499,30.4952,50.7054,0.486,0.4835,-0.0025,28.3734,-9.2233,0.0,40.0,28.7,29.45,26.95,28.51,924000.0,-1
29.2456,44.7862,49.8985,0.4867,0.5173,0.0306,28.3539,-6.3707,10.0,50.0,27.68,29.45,26.21,28.19,1112300.0,1
39.9901,59.8271,45.8068,0.479,0.5855,0.1065,28.3773,-8.6477,20.0,60.0,30.03,30.19,26.42,26.55,720100.0,-1
65.123,71.7991,55.721,0.4524,0.831,0.3787,28.6384,68.6417,30.0,70.0,30.08,31.63,29.13,30.52,1063800.0,-1
74.3682,75.2074,55.0371,0.3577,0.7281,0.3704,28.3696,87.5249,40.0,80.0,31.59,32.0,29.11,30.21,861100.0,-1
75.9061,70.9659,59.2052,0.2651,0.6178,0.3527,28.1067,156.6482,50.0,90.0,32.0,34.0,28.86,31.78,1737300.0,-1
75.348,63.175,62.5737,0.1769,0.308,0.1311,27.5819,242.2564,60.0,100.0,26.54,34.5,26.492,33.02,2172900.0,1
61.6436,51.4171,48.2283,0.1442,-0.218,-0.3622,26.805,15.2442,70.0,50.0,27.31,27.73,24.37,26.31,725300.0,1
52.5333,49.9981,50.9249,0.2347,-0.2031,-0.4378,26.8757,93.598,80.0,0.0,25.95,28.2099,25.6235,27.34,724700.0,1
40.0743,54.0976,45.3142,0.3441,-0.2859,-0.6301,26.8094,-93.9217,90.0,0.0,24.13,26.31,22.67,25.24,1276900.0,1
57.3865,60.5705,42.7032,0.5017,-0.1737,-0.6754,27.0336,-117.3932,100.0,10.0,26.0,26.8,21.69,24.31,1144500.0,-1
64.8319,55.1491,45.8377,0.6705,0.0667,-0.6037,27.4227,-22.5994,40.0,20.0,28.47,29.11,24.76,25.79,1016700.0,-1
59.4932,42.0852,53.9253,0.8214,0.222,-0.5994,27.6559,19.2031,50.0,0.0,26.08,29.19,25.3201,29.15,1095700.0,-1
41.1222,32.12,45.9564,0.9713,0.0748,-0.8965,27.4425,-59.3514,60.0,10.0,23.96,27.29,23.96,26.03,850900.0,1
25.6403,24.2241,42.1155,1.1954,0.2035,-0.9919,27.6443,-69.5889,70.0,20.0,27.99,28.44,24.3,24.7,1014900.0,-1
29.5977,25.1536,48.4271,1.4434,0.5003,-0.9431,28.0649,-74.5619,80.0,30.0,24.67,27.55,23.71,27.41,1118000.0,1
17.4342,27.5577,37.6233,1.6792,0.5958,-1.0833,28.1585,-139.1329,90.0,40.0,26.6,27.42,23.79,23.93,1158800.0,1
28.4289,37.825,43.2465,1.95,1.0635,-0.8865,28.7625,-181.898,100.0,0.0,23.78,27.68,22.8,26.33,2242700.0,1
36.81,48.3127,38.4889,2.1716,1.4005,-0.7711,29.11,-176.0224,100.0,10.0,30.83,31.46,24.26,24.95,2139100.0,-1
48.2361,54.3687,54.0662,2.3644,1.9508,-0.4136,29.7043,19.0091,50.0,20.0,30.02,33.24,29.93,30.22,1778900.0,-1
59.892,55.4583,55.643,2.4678,2.0882,-0.3796,29.6306,-52.1573,60.0,30.0,29.3,30.8,27.87,30.63,1195400.0,1
54.9781,44.1362,52.3155,2.5627,2.1915,-0.3712,29.4879,-67.4149,70.0,40.0,31.39,31.46,27.85,29.54,1623700.0,-1
51.5048,33.1812,61.2723,2.6555,2.4025,-0.253,29.4804,71.8664,80.0,50.0,30.81,33.26,30.81,31.9,886100.0,-1
25.9257,25.7082,58.0395,2.7187,2.3965,-0.3222,29.1348,-18.2483,90.0,60.0,29.61,31.07,29.24,30.72,1013300.0,1
22.1132,37.4586,54.8487,2.7993,2.4742,-0.3251,28.9083,-65.2577,0.0,70.0,27.36,32.45,26.8523,29.61,2187000.0,1
29.0856,55.3665,47.8374,2.8806,2.6503,-0.2302,28.8081,-104.1698,10.0,80.0,30.53,31.71,27.26,27.43,1110400.0,-1
61.1771,74.38,58.9478,2.9381,3.0586,0.1205,29.0049,20.9936,20.0,90.0,31.32,31.904,29.7,30.37,834300.0,-1
75.8368,78.9862,66.1428,2.908,3.2358,0.3278,28.8099,134.9766,0.0,100.0,34.75,35.6,31.8,31.9,1227900.0,-1
86.126,79.1355,79.4308,2.8261,3.2592,0.4331,28.3685,134.8065,0.0,100.0,30.37,34.34,30.06,34.23,1403000.0,1
74.9958,77.0552,72.5222,2.7178,3.0044,0.2866,27.5311,62.8877,0.0,70.0,30.51,31.51,27.82,30.99,907600.0,1
76.2848,82.3225,71.9464,2.6461,2.9654,0.3192,27.037,84.8399,10.0,80.0,29.41,31.77,29.0,30.77,1246800.0,1
79.885,87.0702,68.4278,2.5663,2.8948,0.3285,26.5037,82.3096,0.0,90.0,30.16,30.97,28.62,29.47,947000.0,1
90.7979,90.9548,75.7265,2.4842,2.895,0.4108,26.08,117.0273,10.0,100.0,29.9,31.95,28.51,30.58,1156100.0,-1
90.5278,89.9079,77.2634,2.3815,2.7401,0.3586,25.4371,154.9919,20.0,100.0,29.49,31.29,28.42,30.81,727300.0,1
91.5386,83.4242,75.6175,2.2918,2.4792,0.1874,24.6696,147.4602,30.0,100.0,26.5,30.16,24.88,29.96,1585800.0,1
87.6573,67.521,67.1261,2.245,2.1966,-0.0484,23.9138,121.4345,40.0,100.0,27.12,27.88,26.29,26.59,779800.0,1
71.0767,48.3097,69.3181,2.2571,2.1471,-0.11,23.5315,125.7412,50.0,100.0,25.66,27.09,25.23,26.93,811800.0,1
43.8291,36.173,65.1282,2.2846,2.0181,-0.2665,23.046,69.7911,60.0,40.0,23.15,26.2,23.14,25.54,850700.0,1
30.0234,38.0987,54.2455,2.3512,1.9656,-0.3856,22.6897,-116.0822,0.0,50.0,21.94,22.9,21.61,22.85,921500.0,1
34.6667,48.2158,51.1875,2.4476,2.1438,-0.3038,22.6668,-105.7838,0.0,60.0,23.81,23.84,21.49,22.25,645400.0,-1
49.606,61.1976,59.9643,2.5236,2.4013,-0.1223,22.7263,6.0818,0.0,70.0,23.86,24.98,22.59,23.71,999700.0,-1
60.3746,69.113,59.837,2.5541,2.5463,-0.0078,22.5858,-6.2868,0.0,80.0,24.3,24.51,21.48,23.68,1003200.0,-1
73.6122,71.322,68.6106,2.5561,2.6974,0.1413,22.4295,81.2168,10.0,90.0,25.53,26.036,24.28,25.02,845700.0,-1
73.3521,70.5921,71.6445,2.5208,2.7146,0.1938,22.0594,114.5239,20.0,100.0,25.58,26.48,24.55,25.45,667800.0,-1
67.0016,71.3198,71.2722,2.4723,2.6533,0.181,21.575,124.363,30.0,100.0,24.67,26.24,23.55,25.31,1413700.0,1
71.4225,69.3852,64.9046,2.4271,2.5507,0.1236,21.0415,72.1476,40.0,80.0,22.94,24.87,22.81,23.16,897900.0,1
75.5353,57.0268,64.3085,2.3962,2.6015,0.2054,20.7388,90.2454,50.0,90.0,25.05,25.05,22.92,22.98,632800.0,-1
61.1978,36.728,77.7845,2.3448,2.6469,0.3021,20.4186,139.2,0.0,100.0,22.69,25.18,22.02,25.02,1254700.0,1
34.3471,28.7468,72.1771,2.2693,2.4587,0.1894,19.7613,42.4246,0.0,60.0,20.53,23.27,20.53,22.84,1385700.0,1
14.6391,38.1105,63.2049,2.2219,2.4046,0.1826,19.3215,-33.2593,0.0,70.0,20.61,20.77,20.2,20.5,441900.0,1
37.2543,63.4755,63.7186,2.1763,2.5388,0.3625,19.1531,-1.7476,0.0,80.0,20.44,21.35,19.96,20.565,1123900.0,1
62.4382,82.6596,63.0745,2.0857,2.6666,0.5809,18.9514,31.5979,0.0,90.0,23.57,23.65,19.89,20.41,2307500.0,-1
90.7339,93.885,90.2335,1.9404,2.8066,0.8662,18.7431,91.4073,0.0,100.0,23.04,24.0,22.72,23.33,1190800.0,-1
94.8065,95.9329,89.657,1.7239,2.6473,0.9234,18.0878,95.8539,0.0,100.0,22.92,23.3,22.14,22.91,2760200.0,1
96.1145,95.7263,89.8844,1.493,2.4482,0.9552,17.3989,116.5532,10.0,100.0,22.0,23.1099,21.88,22.93,1200200.0,1
96.8776,93.2297,88.8258,1.2542,2.1564,0.9022,16.6088,133.2259,0.0,100.0,21.26,22.45,21.26,22.1,4750700.0,1
94.1867,89.6863,87.5706,1.0287,1.8371,0.8084,15.8243,160.7568,0.0,100.0,20.18,21.47,20.13,21.21,1995500.0,1
88.6248,86.867,85.1801,0.8266,1.4935,0.6669,15.0549,162.4715,0.0,100.0,18.44,19.8,18.44,19.79,1284500.0,1
86.2475,85.7891,82.4404,0.6599,1.1778,0.5179,14.3785,158.1314,10.0,100.0,15.82,19.25,15.8,18.51,1885000.0,1
85.7287,84.4695,72.5601,0.5304,0.888,0.3576,13.7883,118.8295,20.0,100.0,16.21,16.48,15.58,15.74,823300.0,1
85.3911,81.6176,79.5399,0.441,0.7873,0.3463,13.5094,161.9309,30.0,100.0,15.65,16.48,15.13,16.22,1001200.0,1
82.2885,79.1907,75.8866,0.3544,0.5983,0.2439,13.1222,167.7049,40.0,100.0,14.03,15.86,13.97,15.38,1934000.0,1
77.1732,77.6085,68.228,0.2934,0.434,0.1406,12.7997,154.6963,50.0,100.0,13.67,14.75,13.6301,14.12,1057100.0,1
78.1105,77.6373,64.2544,0.2583,0.3463,0.088,12.611,138.5331,60.0,100.0,13.19,14.13,12.92,13.63,1337800.0,1
77.542,69.4632,59.5109,0.2363,0.2792,0.0429,12.4655,160.6148,70.0,100.0,13.21,13.98,13.03,13.12,1073700.0,1
77.2593,52.6125,58.7379,0.2255,0.2414,0.0158,12.372,139.5451,80.0,100.0,12.68,13.49,12.6,13.04,544300.0,1
53.5884,35.9745,56.1978,0.2216,0.1978,-0.0238,12.2765,43.797,90.0,50.0,12.46,13.0,11.86,12.77,421600.0,1
26.9896,33.7442,54.1268,0.2275,0.1667,-0.0609,12.2061,-72.3147,100.0,60.0,11.52,12.6,11.12,12.55,445000.0,1
27.3453,49.5523,42.1556,0.2428,0.147,-0.0958,12.1569,-205.702,0.0,70.0,11.58,12.269,11.29,11.48,515000.0,1
46.8976,62.2094,43.5908,0.2667,0.2287,-0.038,12.2536,-65.6397,10.0,80.0,12.92,13.14,11.6,11.63,538100.0,-1
74.4139,71.3662,57.128,0.2762,0.3144,0.0382,12.3427,80.9889,0.0,90.0,12.83,13.08,12.19,12.79,517700.0,-1
