SlowK,SlowD,RSI,EMA,CCI,Aroon Down,Aroon Up,1. open,2. high,3. low,4. close,5. volume,Trend label
71.9141,80.2465,62.3594,61.175,76.3806,0.0,80.0,68.48,75.2,65.31,69.92,2290372.0,-1
82.8055,81.6958,61.1501,59.9257,81.7502,0.0,90.0,74.93,75.76,65.95,68.46,2201379.0,-1
86.02,79.1526,68.3972,58.7065,113.7546,10.0,100.0,72.0,76.0,69.0,73.81,2854044.0,-1
76.2618,78.7832,66.7255,56.5489,105.2694,20.0,100.0,63.98,71.31,61.9585,71.29,2754307.0,1
75.1759,84.7643,61.275,54.443,98.3298,30.0,90.0,58.46,68.9,57.45,63.84,2465773.0,1
84.912,87.4046,56.8427,53.1006,103.054,40.0,100.0,66.98,70.493,57.1,58.65,2690136.0,-1
94.2051,80.1886,66.909,52.3078,123.2746,50.0,100.0,58.05,67.2728,57.77,66.23,3278809.0,1
83.0967,62.1914,60.556,50.3189,56.8271,60.0,10.0,51.73,58.85,51.73,58.57,2812382.0,1
63.2641,43.51,54.2984,49.1402,14.6277,70.0,20.0,49.84,55.56,48.5,52.5,2182070.0,1
40.2132,28.0903,49.2885,48.6602,-39.7408,80.0,30.0,42.84,50.02,41.51,48.3,3137537.0,1
27.0528,22.7726,41.0651,48.7117,-102.4921,90.0,40.0,38.03,45.4,36.235,42.36,3027727.0,1
17.0049,26.2283,32.8299,49.6191,-196.0104,100.0,50.0,32.56,40.9,31.99,37.37,4599693.0,1
24.2602,40.4955,38.6443,51.3689,-199.1636,100.0,60.0,46.15,49.55,36.8,43.34,3211080.0,-1
37.4199,57.0917,47.4958,52.5159,-46.5265,10.0,70.0,56.63,57.75,48.89,50.32,2363484.0,-1
59.8063,67.7603,57.2317,52.8296,9.2246,20.0,80.0,57.32,58.27,50.7232,56.08,2325884.0,-1
74.0488,70.1471,64.0187,52.3653,74.5024,0.0,90.0,60.61,62.105,58.65,59.39,1743466.0,-1
69.4259,67.7901,67.824,51.3617,103.2106,0.0,100.0,60.12,64.24,59.29,61.13,1994118.0,-1
66.9666,69.7261,66.7295,49.9663,83.2837,0.0,70.0,52.66,60.59,52.06,60.06,2086088.0,1
66.9779,71.4769,57.624,48.5243,65.5262,0.0,80.0,55.56,58.0,51.02,52.55,1685279.0,1
75.2338,71.4579,67.3939,47.9492,130.3897,10.0,90.0,60.0,60.765,55.84,56.97,2284849.0,-1
72.2189,68.8397,75.1512,46.6605,219.5174,20.0,100.0,54.27,63.92,53.0,59.96,4471353.0,1
66.9209,70.2365,68.63,44.7606,214.6763,30.0,100.0,42.64,58.54,42.04,53.96,4810989.0,1
67.3793,76.2701,44.9772,43.4464,60.3021,40.0,80.0,43.51,43.83,41.43,43.04,1522680.0,1
76.4093,80.531,46.0357,43.5045,115.0122,50.0,90.0,43.55,46.0344,43.06,43.41,1307497.0,-1
85.0218,76.2764,46.1679,43.518,111.9788,60.0,100.0,43.24,46.06,41.7204,43.46,2996356.0,1
80.1619,58.9691,44.0579,43.5263,68.5321,70.0,10.0,43.28,43.81,40.78,42.73,2138472.0,1
63.6454,39.3035,44.6403,43.64,35.8493,80.0,20.0,39.7,43.63,38.5,43.0,3577877.0,1
33.0999,24.3117,35.0527,43.7314,-48.092,90.0,0.0,39.0,40.2304,38.15,39.65,2504307.0,1
21.1652,21.7737,32.0161,44.3145,-108.6018,100.0,0.0,36.06,39.5,35.41,38.69,2811518.0,1
18.67,23.8794,23.2337,45.118,-180.8874,100.0,0.0,38.78,38.8355,36.02,36.08,2172828.0,-1
25.4859,26.9454,26.5716,46.4091,-170.2848,100.0,0.0,41.24,41.58,36.73,38.9,3076109.0,-1
27.4824,28.0084,29.0928,47.4819,-96.0554,100.0,0.0,41.23,42.36,38.83,40.79,1987943.0,-1
27.8678,25.7975,29.2913,48.4379,-71.0302,100.0,0.0,43.31,44.135,39.76,40.94,1920597.0,-1
28.6751,20.6195,31.5797,49.509,-60.3537,80.0,10.0,42.75,44.6,41.38,42.71,2637419.0,-1
20.8497,13.8515,31.6426,50.4803,-65.4063,90.0,20.0,44.4,45.34,41.52,42.76,2110607.0,-1
12.3337,9.0647,33.7719,51.5831,-74.7613,100.0,0.0,42.81,44.7,41.35,44.52,3158937.0,-1
8.3712,10.2193,28.8244,52.5922,-101.1791,100.0,10.0,42.06,44.46,41.35,42.5,3292829.0,1
6.4891,13.9296,28.8918,54.0339,-125.7645,90.0,20.0,43.71,45.71,42.17,42.57,3590932.0,-1
15.7974,23.8353,30.2829,55.6716,-179.3002,100.0,0.0,44.75,45.86,41.51,44.1,6010807.0,-1
19.5023,35.0234,30.8598,57.3247,-219.0656,100.0,10.0,54.02,54.8,44.36,44.76,3695140.0,-1
36.2061,42.7446,41.2695,59.1197,-179.3366,100.0,0.0,55.96,56.2533,49.8,54.47,1546581.0,-1
49.3618,46.9845,42.4371,59.7839,-123.8751,80.0,10.0,59.99,60.055,55.02,55.35,1518457.0,-1
42.6659,45.9437,46.9171,60.4173,-20.4271,90.0,20.0,60.49,63.682,56.71,58.65,2244748.0,-1
48.9257,50.1564,50.3218,60.6698,-56.9731,100.0,30.0,54.59,62.0,52.79,61.0,1974201.0,1
46.2396,49.4484,41.6641,60.6226,-56.2372,20.0,40.0,62.22,63.4,55.4,55.66,2475502.0,-1
55.3038,51.4098,51.6645,61.3315,68.3191,30.0,50.0,62.68,64.02,58.82,62.25,2324715.0,-1
46.8017,55.138,51.4256,61.2003,48.2364,40.0,0.0,58.8,63.43,58.01,62.1,1882924.0,1
52.1239,59.7114,45.7118,61.0718,-59.4703,50.0,0.0,58.66,60.13,55.53,58.55,2258145.0,1
66.4884,58.2066,47.0591,61.4321,8.9852,60.0,0.0,64.98,65.0,59.28,59.51,1324608.0,-1
60.5219,43.8922,52.89,61.7067,14.7103,70.0,0.0,62.55,63.71,59.21,63.5,2296472.0,-1
47.6094,29.5973,51.6744,61.4505,0.3456,80.0,0.0,57.68,65.63,57.67,62.6,2142227.0,1
23.5453,15.8343,43.7834,61.2862,-65.8593,90.0,0.0,60.51,61.95,56.92,57.16,1815862.0,1
17.6373,12.9928,47.3385,61.8757,-86.4794,100.0,10.0,54.96,60.52,54.41,59.94,2022921.0,1
6.3203,16.3712,39.3511,62.1522,-144.8237,100.0,20.0,57.25,58.53,54.82,54.93,1508413.0,1
15.0207,28.2585,41.9211,63.184,-184.0076,100.0,30.0,60.98,60.98,55.9,57.18,1786948.0,-1
27.7724,36.4449,47.1568,64.0417,-154.6666,100.0,40.0,62.12,64.39,60.29,61.43,2378950.0,-1
41.9823,44.559,50.7542,64.4148,-110.1095,0.0,50.0,65.9,67.49,60.33,64.11,2976268.0,-1
39.58,53.2676,56.3561,64.4583,-26.3304,0.0,60.0,68.3,68.525,63.795,67.99,2157523.0,-1
52.1145,69.6656,56.8804,63.9538,-0.3653,0.0,70.0,64.25,68.92,63.35,68.35,2291294.0,1
68.1084,78.9996,52.5551,63.3258,19.0227,0.0,80.0,72.74,73.98,61.96,64.43,3255201.0,-1
88.7739,82.7199,65.1791,63.168,109.7788,0.0,90.0,74.02,74.38,71.01,72.84,2244304.0,-1
80.1165,78.2105,67.8294,61.7863,108.8706,10.0,100.0,70.06,74.5,67.51,74.36,2269643.0,1
79.2693,80.8352,63.4267,59.9901,89.2541,20.0,100.0,64.55,71.63,63.7999,69.36,3076967.0,1
75.2457,81.8712,58.6264,58.6515,88.9412,0.0,100.0,68.22,70.35,64.56,64.65,2951098.0,1
87.9905,87.3877,64.4806,57.7946,113.4604,0.0,100.0,62.9,68.88,62.9,68.27,3485886.0,1
82.3774,87.2665,58.8755,56.2981,119.8218,0.0,100.0,68.0,68.5,61.31,62.78,2918018.0,1
91.7952,88.9051,67.1633,55.3722,170.0486,10.0,100.0,61.5,67.99,59.23,67.55,7205701.0,1
87.627,85.7434,58.6799,53.6325,144.5726,20.0,100.0,56.71,63.24,56.2,59.82,2950417.0,1
87.293,85.4844,54.3247,52.7485,120.7044,30.0,100.0,52.36,56.87,51.95,56.65,2942950.0,1
82.3103,86.8931,47.5794,52.1912,90.8944,40.0,10.0,50.59,54.06,49.67,52.35,1948506.0,1
86.8499,84.0381,44.491,52.1685,36.5354,50.0,20.0,49.54,51.09,46.51,50.55,1800851.0,1
91.5193,71.2836,44.7547,52.3997,54.508,60.0,30.0,52.92,53.415,48.62,50.75,1633576.0,-1
73.7451,47.1545,48.0754,52.6354,63.7162,70.0,0.0,48.29,53.49,47.94,53.34,3163600.0,1
48.5863,26.6517,41.243,52.5347,-13.6227,80.0,10.0,43.23,49.745,42.31,48.83,3472838.0,1
19.132,12.3541,30.6223,53.064,-89.4178,90.0,0.0,42.06,44.18,39.78,43.0,3146790.0,1
12.2369,15.2274,28.3635,54.5017,-146.5412,100.0,0.0,38.32,42.98,37.44,41.87,1663560.0,1
5.6933,23.8498,22.3641,56.3062,-194.8893,100.0,0.0,45.88,46.695,38.13,38.89,3796562.0,-1
27.7521,37.9702,27.2761,58.7942,-114.9773,100.0,0.0,46.5,48.78,45.01,46.01,2353787.0,-1
38.1041,39.1311,27.7774,60.6206,-72.8271,100.0,0.0,55.21,56.22,46.245,46.66,1771892.0,-1
48.0545,34.9841,33.8079,62.6149,-47.7677,60.0,10.0,54.35,55.61,52.07,53.67,2185213.0,-1
31.2347,23.8882,33.0805,63.8928,-67.839,70.0,20.0,52.61,55.0,48.68,53.28,1652045.0,1
25.6631,17.1726,33.0635,65.4089,-85.0697,80.0,30.0,51.74,54.355,46.74,53.27,2457566.0,1
14.7669,10.2766,31.4515,67.143,-93.9222,90.0,40.0,53.94,56.73,50.51,52.24,2981406.0,-1
11.088,9.0965,32.5686,69.272,-126.6234,100.0,50.0,49.27,56.23,46.4,53.87,3537699.0,1
4.9748,9.0556,24.829,71.4723,-171.3871,100.0,60.0,63.18,63.61,48.14,48.62,3652435.0,-1
11.2267,18.7373,34.8944,74.7369,-165.7941,100.0,70.0,64.44,66.72,60.58,63.28,3452089.0,-1
10.9655,33.928,36.2101,76.3736,-158.506,100.0,80.0,73.38,75.72,63.3815,64.74,3251520.0,-1
34.0196,57.2461,46.3746,78.0356,-93.2298,20.0,90.0,76.73,78.5125,70.0,74.17,3088322.0,-1
56.7989,74.498,49.2371,78.5878,11.2711,30.0,100.0,85.3,90.98,75.05,76.34,3187464.0,-1
80.9197,79.5295,62.9927,78.9089,80.8192,40.0,80.0,87.0,88.1799,82.14,84.87,1885854.0,-1
85.7755,72.8648,66.7926,78.0573,91.1592,50.0,90.0,85.01,87.22,81.61,86.8,1832481.0,1
71.8933,58.8158,64.771,76.8084,102.8025,60.0,100.0,84.43,88.41,80.66,84.76,2077702.0,1
60.9255,44.8128,64.7426,75.6724,84.5101,70.0,40.0,76.42,86.65,76.32,84.73,2349279.0,1
43.6284,32.4382,55.2618,74.3785,-37.2674,80.0,50.0,79.04,82.53,74.75,75.97,2188165.0,1
29.8845,29.2311,58.717,74.1511,-61.5224,90.0,60.0,76.34,78.23,74.92,78.1,1447009.0,1
23.8015,39.7381,56.5352,73.587,-119.623,0.0,70.0,72.27,78.31,69.73,76.2,1933604.0,1
34.0072,57.4666,51.1619,73.2137,-91.5259,0.0,80.0,77.46,82.73,70.93,71.805,2719267.0,-1
61.4056,70.1988,60.1902,73.4149,12.4068,0.0,90.0,82.58,83.13,76.47,77.73,2005076.0,-1
76.9872,74.2689,69.8732,72.7985,82.0502,0.0,100.0,84.21,87.33,81.431,82.9,2591727.0,-1
72.2037,75.1075,73.2799,71.3554,81.9056,0.0,70.0,82.39,85.0,80.12,84.56,2176168.0,1
73.616,82.0638,71.7094,69.4691,70.5416,10.0,80.0,75.44,83.46,75.28,82.46,1302306.0,1
79.503,88.9281,67.0733,67.6132,67.6531,20.0,90.0,83.47,84.2429,73.75,76.87,2320351.0,-1
93.0726,94.31,83.3189,66.2908,115.9395,0.0,100.0,82.41,86.1,77.7,84.26,3136969.0,-1
94.2086,95.8164,82.5251,63.7238,135.9565,0.0,100.0,79.28,84.23,76.0,82.72,3867842.0,1
95.6487,97.2712,80.7179,61.0101,144.3033,10.0,100.0,73.79,80.99,70.9,79.35,3310011.0,1
97.5918,94.6183,77.1751,58.3901,144.1602,20.0,100.0,66.58,74.94,66.45,73.73,2957934.0,1
98.573,84.652,71.8594,56.1987,144.1832,30.0,100.0,65.76,67.66,63.75,67.31,2413600.0,1
87.69,70.4515,70.5316,54.6113,188.6875,40.0,100.0,63.98,66.0,60.21,65.93,3168262.0,1
67.6929,60.4784,68.7936,52.9944,271.9167,0.0,100.0,54.96,64.42,54.805,64.12,2923154.0,1
55.9717,53.5479,56.5297,51.405,64.1762,0.0,80.0,52.17,55.09,49.86,54.5,1512814.0,1
57.7707,49.1837,52.0326,50.9628,43.586,0.0,90.0,54.28,54.64,50.61,51.95,1592925.0,1
46.9013,42.6184,56.8255,50.8218,136.6943,0.0,100.0,53.51,57.92,52.435,54.26,3121537.0,-1
42.8791,46.5368,54.9838,50.3306,74.2706,10.0,0.0,49.09,55.0,48.47,53.12,1679874.0,1
38.0747,56.6465,46.7739,49.9322,3.487,20.0,0.0,50.72,53.19,48.04,48.54,1685934.0,1
58.6565,67.7003,51.2761,50.131,10.9415,30.0,10.0,50.72,52.96,48.705,50.99,1273798.0,-1
73.2082,67.8364,49.5087,50.0083,24.4241,40.0,20.0,50.54,54.0,49.66,50.0,1829786.0,1
71.2362,55.7668,51.655,50.0095,60.1898,50.0,30.0,53.91,55.217,51.03,51.26,3179720.0,-1
59.0647,40.367,56.0647,49.8309,80.0185,60.0,40.0,50.1,54.5,50.1,53.8,2221583.0,1
36.9996,27.9095,51.3399,49.2639,8.701,70.0,50.0,48.37,51.0,46.61,50.59,2072919.0,1
25.0368,27.805,46.9752,49.0744,-39.7439,80.0,60.0,47.04,50.89,43.26,47.86,3043259.0,1
21.692,36.5956,45.789,49.2479,-61.3584,90.0,70.0,44.52,48.77,42.57,47.12,2433455.0,1
36.6862,49.0901,41.5765,49.5519,-91.0346,100.0,80.0,48.42,50.03,41.67,44.47,3054681.0,-1
51.4086,56.0375,47.3069,50.2779,91.2047,40.0,90.0,56.83,59.35,49.02,49.06,2688077.0,-1
59.1754,54.7617,59.9017,50.4519,253.6546,50.0,100.0,51.99,60.895,51.04,56.84,7409242.0,-1
57.5286,50.6903,47.4787,49.5393,6.6354,60.0,40.0,48.02,49.37,45.6901,49.16,1949673.0,1
47.5813,40.8848,44.7507,49.5935,30.8881,70.0,50.0,50.36,51.02,46.51,47.8,1775598.0,-1
46.9609,32.8515,49.915,49.8497,125.6537,80.0,60.0,47.05,53.39,46.36,50.81,1869406.0,1
28.1122,30.7257,40.8776,49.7125,-31.4359,90.0,0.0,47.93,48.77,46.32,46.38,964487.0,1
23.4814,40.2334,43.5094,50.1886,-67.5668,100.0,0.0,45.0,49.06,43.14,48.03,2448466.0,1
40.5835,53.6941,35.9777,50.4969,-135.6618,100.0,0.0,46.11,46.69,43.3801,44.68,2252586.0,1
56.6354,53.8999,37.1624,51.3279,-42.0398,70.0,10.0,53.0,54.355,45.3,45.57,3724887.0,-1
63.8634,46.1983,46.6935,52.1505,-13.3184,80.0,20.0,49.02,52.112,45.805,51.7,2399870.0,-1
41.201,33.4959,40.4359,52.2148,-48.3103,90.0,30.0,48.11,49.88,47.1,48.91,1060759.0,1
33.5305,27.0288,38.575,52.687,-95.0043,100.0,40.0,47.24,49.27,44.02,48.11,2647310.0,1
25.7561,24.7563,37.0258,53.3408,-128.1221,100.0,0.0,49.08,49.75,44.45,47.41,2005785.0,-1
21.7998,29.8414,39.7592,54.1881,-146.1103,100.0,0.0,46.03,51.06,44.558,49.53,2716080.0,1
26.713,39.4143,33.4844,54.8535,-253.5131,100.0,0.0,52.08,52.17,44.75,46.52,2236798.0,-1
41.0114,44.6449,39.6458,56.044,-84.5005,40.0,0.0,54.25,55.17,50.36,51.51,1943628.0,-1
50.5184,43.7214,43.1391,56.6917,-24.0352,50.0,0.0,54.6,55.445,53.32,53.95,1329462.0,-1
42.4049,35.0557,43.6498,57.0834,-14.617,60.0,0.0,53.67,58.0,53.55,54.31,1408075.0,1
38.241,29.7303,41.8425,57.4796,-59.3123,70.0,0.0,52.5,54.41,51.86,53.26,1069458.0,1
24.5212,21.4037,40.0289,58.0824,-70.9168,80.0,10.0,55.17,55.63,51.44,52.16,1591873.0,-1
26.4286,17.4322,43.4308,58.9285,-81.7755,90.0,20.0,51.03,55.25,49.61,55.23,2322010.0,1
13.2613,10.0713,34.8808,59.4568,-121.6694,100.0,30.0,56.17,56.6799,49.565,49.96,1401113.0,1
12.6068,8.8052,41.7315,60.8135,-115.372,90.0,40.0,52.05,58.045,51.45,56.32,1897583.0,-1
4.3459,14.1926,32.5017,61.4554,-197.8136,100.0,50.0,56.46,59.04,50.49,51.4,2703848.0,1
9.463,30.7339,38.1505,62.8919,-145.7378,10.0,60.0,59.91,62.51,56.44,56.51,925953.0,-1
28.7689,51.5933,41.9094,63.8036,-63.2688,0.0,70.0,63.16,65.93,58.3,59.44,912217.0,-1
53.9699,67.3813,47.4528,64.427,25.8143,10.0,80.0,66.88,68.098,61.52,63.3,1066632.0,-1
72.041,72.5556,53.5464,64.588,92.8821,20.0,90.0,70.06,71.85,64.18,66.99,1323418.0,-1
76.1329,73.5517,59.2429,64.2449,136.3986,30.0,100.0,64.88,71.99,64.88,70.06,1398075.0,1
69.4928,75.3356,50.4311,63.4141,74.3497,40.0,70.0,63.77,65.71,61.18,64.36,1078660.0,1
75.0296,78.2405,49.6752,63.279,97.4557,50.0,80.0,62.3,66.85,61.6,63.92,972789.0,1
81.4845,73.677,46.664,63.1874,73.9455,60.0,90.0,66.42,67.29,59.98,62.11,1651801.0,-1
78.2074,57.3321,53.528,63.3414,145.118,70.0,100.0,62.78,67.98,62.413,66.42,2312754.0,-1
61.3392,36.5567,47.1296,62.9015,23.8297,80.0,0.0,57.37,63.68,54.15,62.48,3306791.0,1
32.4496,18.9252,36.8636,62.9618,-66.8765,90.0,0.0,57.3,59.76,55.1,57.31,2116458.0,1
15.8815,14.9915,35.8444,63.7692,-122.7336,100.0,0.0,55.75,57.87,51.67,56.84,1434648.0,1
8.4445,22.0763,33.9454,64.759,-88.5067,100.0,0.0,57.6,61.04,55.55,55.91,1551032.0,-1
20.6484,31.3449,35.5333,66.0232,-73.9226,50.0,10.0,58.18,59.8,57.39,57.47,1268319.0,-1
37.136,33.4995,35.9996,67.2451,-72.7041,60.0,0.0,60.69,62.08,57.055,57.95,1731745.0,-1
36.2502,24.4424,39.0036,68.5729,-64.8775,70.0,10.0,64.64,64.65,58.35,61.08,2933454.0,-1
27.1125,14.9896,42.3684,69.6434,-60.0899,80.0,20.0,61.42,66.33,61.03,64.39,1946964.0,-1
9.9644,8.3323,36.6959,70.3938,-88.7183,90.0,30.0,59.69,66.17,59.45,60.57,7091243.0,1
7.892,14.1735,36.2673,71.7972,-143.7264,100.0,40.0,58.94,60.41,56.17,60.28,1659790.0,1
7.1405,27.9163,34.2646,73.4426,-158.4842,100.0,50.0,67.42,68.46,58.06,58.83,3220962.0,-1
27.4881,50.5183,41.5111,75.5301,-104.4969,100.0,60.0,69.0,71.41,65.55,67.78,2908705.0,-1
49.1203,69.2142,43.8815,76.6372,-27.7482,30.0,70.0,84.73,85.775,67.91,70.32,4886009.0,-1
74.9464,82.4183,61.7297,77.5397,106.1412,40.0,80.0,85.63,88.95,82.53,84.61,2376949.0,-1
83.576,84.7062,63.9579,76.5297,162.3707,50.0,90.0,87.57,88.67,84.26,85.97,1500364.0,-1
88.7327,81.3187,67.6419,75.181,234.1321,60.0,100.0,77.55,91.345,77.31,88.25,3584840.0,1
81.81,68.6402,57.1358,73.314,130.6007,70.0,100.0,77.23,78.82,73.69,77.47,1564814.0,1
73.4135,51.2572,56.4751,72.7203,144.6984,80.0,0.0,74.5,78.25,72.875,76.91,2132162.0,1
50.6972,34.0837,52.9681,72.1218,54.3494,90.0,0.0,73.89,75.0,71.03,73.9,2674134.0,1
29.6609,30.5148,53.2375,71.8678,-24.0832,100.0,0.0,68.65,76.19,66.055,74.11,2154650.0,1
21.893,34.6747,47.5703,71.5475,-106.5727,100.0,10.0,68.65,71.38,66.66,69.15,1326216.0,1
39.9903,40.1062,47.0462,71.89,-102.1481,0.0,20.0,72.19,72.19,68.3,68.7,1616767.0,-1
42.1408,33.4499,51.4816,72.3457,-40.908,0.0,30.0,77.21,77.765,69.49,73.01,2228957.0,-1
38.1876,30.3885,55.8343,72.2508,17.6224,10.0,40.0,71.38,78.595,69.39,76.97,1584561.0,1
20.0213,32.5523,49.3526,71.5766,-9.5816,20.0,50.0,74.27,75.9,69.45,70.31,1179524.0,1
32.9567,49.5778,53.0112,71.7575,12.2226,30.0,60.0,71.91,74.87,70.42,73.79,1856439.0,-1
44.6789,67.5955,51.5817,71.4672,8.8775,40.0,70.0,70.21,74.79,69.14,72.25,3288528.0,1
71.0977,85.5233,50.2459,71.3553,18.5662,50.0,80.0,76.03,79.78,68.47,70.74,3092492.0,-1
87.01,84.8303,53.6041,71.4432,75.2203,60.0,90.0,86.27,86.27,74.32,74.55,3453688.0,-1
98.4622,70.3542,66.3793,70.9994,135.3791,70.0,100.0,82.81,86.77,76.94,86.74,1869514.0,-1
69.0189,44.4432,63.8201,68.7508,135.6034,80.0,100.0,79.69,83.69,76.12,82.72,3400386.0,1
