SlowK,SlowD,RSI,MACD,MACD_Hist,MACD_Signal,EMA,CCI,Aroon Down,Aroon Up,1. open,2. high,3. low,4. close,5. volume,Trend label
69.178,66.3431,79.9044,5.5095,0.873,4.6365,54.6709,123.8867,0.0,80.0,67.06,69.47,66.14,68.32,307290.0,-1
61.7661,65.988,78.3869,5.3544,0.9362,4.4182,53.6295,119.6641,0.0,90.0,68.76,68.84,63.81,67.03,1096704.0,-1
68.0853,73.0006,88.9279,5.1977,1.0136,4.1841,52.6065,154.9019,10.0,100.0,61.58,71.73,60.69,69.28,867860.0,1
68.1126,79.0072,80.96,4.7144,0.7837,3.9307,51.1459,64.7466,20.0,80.0,62.46,63.17,60.6,61.5,375769.0,1
82.8038,85.7804,87.596,4.7473,1.0125,3.7348,50.4845,106.6149,0.0,90.0,62.75,64.08,62.21,62.41,413898.0,-1
86.1051,83.8574,89.2603,4.6362,1.1545,3.4817,49.6108,136.4076,0.0,100.0,62.61,64.26,61.8,62.64,478592.0,-1
88.4322,81.918,88.8197,4.4058,1.2127,3.1931,48.5824,136.6471,0.0,100.0,60.47,62.9,59.23,62.11,477888.0,1
77.035,79.5618,87.2068,4.0965,1.2066,2.8899,47.4758,111.2609,10.0,100.0,59.65,61.31,59.04,60.3,492513.0,1
80.2867,85.0414,86.2923,3.8093,1.2211,2.5882,46.4456,86.6862,0.0,100.0,56.52,60.175,56.31,59.37,473750.0,1
81.3638,89.339,82.6725,3.4732,1.1903,2.283,45.3888,74.4803,0.0,100.0,57.0,58.64,55.96,56.35,461915.0,1
93.4736,93.8924,82.4096,3.2726,1.2872,1.9854,44.5722,72.8533,10.0,100.0,55.62,56.7299,54.23,56.48,636640.0,1
93.1796,94.9487,80.8188,2.9864,1.3228,1.6636,43.6636,83.0446,20.0,90.0,55.61,56.052,54.06,55.32,436909.0,1
95.024,93.5233,82.8535,2.6843,1.3514,1.3329,42.7746,111.6524,30.0,100.0,55.8,56.7,54.65,55.67,393469.0,-1
96.6426,90.597,83.5567,2.2274,1.2324,0.995,41.7135,156.2114,40.0,100.0,56.0,56.485,54.5,55.8,551284.0,-1
88.9034,85.9086,83.655,1.6,0.9131,0.6869,40.4841,234.9029,50.0,100.0,50.85,56.41,49.81,55.82,1059786.0,1
86.2452,79.946,77.8499,0.774,0.3154,0.4587,39.0765,315.932,60.0,100.0,42.4,51.07,41.87,50.87,1014552.0,1
82.5774,68.1768,51.1091,0.1631,-0.2167,0.3798,38.1055,114.4854,70.0,90.0,43.02,43.31,41.24,42.4,469929.0,1
71.0155,53.1198,54.8374,0.1586,-0.2754,0.434,38.0869,209.0378,80.0,0.0,42.11,43.32,41.56,42.93,408837.0,1
50.9376,42.8998,49.7313,0.1019,-0.401,0.5029,37.9974,12.7154,90.0,0.0,40.86,42.4,40.77,42.11,431492.0,1
37.4063,40.1683,40.9361,0.1033,-0.4998,0.6031,38.0008,-94.5371,100.0,10.0,41.05,41.14,40.0,40.91,285331.0,1
40.3556,39.0574,41.0438,0.2138,-0.5143,0.7281,38.1592,-71.5529,50.0,20.0,41.59,42.02,40.35,40.93,203100.0,-1
42.743,34.7434,43.8475,0.3499,-0.5068,0.8567,38.3377,-56.1497,60.0,30.0,41.55,42.42,41.09,41.47,351483.0,-1
34.0737,26.393,43.8975,0.4689,-0.5145,0.9834,38.4721,-69.8657,70.0,40.0,42.62,42.62,41.03,41.48,260986.0,-1
27.4135,19.7448,46.7048,0.613,-0.4989,1.112,38.6244,-70.6992,80.0,50.0,41.91,42.67,41.5,42.39,292830.0,-1
17.6917,19.824,44.3166,0.7344,-0.5024,1.2367,38.723,-99.1471,90.0,60.0,42.33,42.33,41.25,41.95,231812.0,1
14.1293,32.2084,46.0032,0.9186,-0.4437,1.3623,38.8919,-111.0293,100.0,70.0,41.13,43.21,40.55,42.35,285027.0,1
27.6509,54.4633,42.1384,1.1039,-0.3693,1.4732,39.0339,-125.9732,0.0,80.0,43.02,43.24,41.2,41.57,415342.0,-1
54.845,73.9369,46.9029,1.3955,-0.17,1.5655,39.2958,-35.7444,0.0,90.0,45.78,45.78,42.3,42.8,480846.0,-1
80.894,81.7133,62.8019,1.6353,0.0273,1.608,39.4379,123.5352,10.0,100.0,46.62,47.35,45.65,45.86,371400.0,-1
86.0718,77.1928,67.9506,1.6388,0.0375,1.6012,39.2091,104.566,20.0,100.0,46.55,47.17,43.3,46.62,723593.0,-1
78.1742,69.8163,66.9891,1.5501,-0.0418,1.5919,38.8504,142.743,30.0,100.0,44.99,46.92,44.6657,46.32,348411.0,1
67.3324,63.0729,60.9432,1.4417,-0.1606,1.6023,38.4789,53.6981,40.0,30.0,43.53,45.17,43.3,44.6,311438.0,1
63.9422,59.7459,56.2001,1.4391,-0.2033,1.6424,38.2742,-20.0334,50.0,40.0,43.22,43.97,42.83,43.47,268869.0,1
57.9442,52.9435,55.1147,1.5178,-0.1755,1.6933,38.1847,1.1894,60.0,50.0,44.45,44.48,42.735,43.22,543917.0,-1
57.3513,53.6179,61.4153,1.619,-0.1181,1.7371,38.1143,30.6181,70.0,60.0,42.37,44.874,41.9,44.37,520219.0,1
43.5348,57.4557,55.0632,1.6198,-0.1469,1.7667,37.8869,1.0822,0.0,70.0,43.8,44.11,42.39,42.79,605786.0,1
59.9676,73.0913,57.5861,1.7412,-0.0622,1.8034,37.829,-8.4432,10.0,80.0,41.77,43.83,41.29,43.58,645052.0,1
68.8646,82.9813,51.8009,1.8283,0.0094,1.8189,37.7032,-3.9633,20.0,90.0,46.1,46.1,40.35,42.21,692164.0,-1
90.4415,89.6288,79.6274,2.0368,0.2202,1.8166,37.7331,128.183,30.0,100.0,44.83,46.36,44.75,46.11,268222.0,-1
89.6376,84.9952,76.2402,1.9205,0.159,1.7615,37.2725,150.4484,0.0,100.0,44.77,45.95,44.3153,44.96,196584.0,1
88.8073,73.7182,77.3472,1.8482,0.1264,1.7218,36.892,210.3406,0.0,100.0,44.49,45.28,43.43,45.07,311399.0,1
76.5405,59.5097,74.8027,1.7191,0.0289,1.6902,36.4432,189.5496,0.0,100.0,42.39,44.53,41.87,44.22,257670.0,1
55.8069,49.8811,67.3961,1.6061,-0.0768,1.6829,36.0381,72.4895,10.0,40.0,41.49,42.51,41.14,42.31,271749.0,1
46.1818,51.4997,64.9179,1.6113,-0.0908,1.7022,35.8175,49.3113,0.0,50.0,41.12,42.01,40.89,41.8,266173.0,1
47.6545,59.7654,61.3969,1.6407,-0.0842,1.7249,35.6301,39.3977,0.0,60.0,41.71,42.36,40.42,41.12,260902.0,1
60.6629,70.6865,63.5933,1.7157,-0.0302,1.7459,35.5022,40.0037,0.0,70.0,41.55,41.7,40.225,41.38,363248.0,-1
70.9786,79.238,63.9894,1.7631,0.0097,1.7534,35.3231,97.1311,10.0,80.0,42.03,42.9,41.42,41.43,429363.0,-1
80.418,80.0176,65.4575,1.7934,0.0423,1.751,35.1121,110.7343,20.0,90.0,42.15,42.6,41.52,41.63,155126.0,-1
86.3175,75.4982,69.171,1.7878,0.0474,1.7404,34.8455,149.6418,30.0,100.0,41.23,43.15,41.13,42.15,316654.0,1
73.3173,67.439,64.9963,1.7077,-0.0208,1.7286,34.4748,76.8086,40.0,30.0,40.98,41.51,39.97,41.24,402845.0,1
66.8599,63.4043,63.9183,1.6905,-0.0433,1.7338,34.2053,43.52,50.0,40.0,38.78,41.19,38.75,40.94,347757.0,1
62.1397,57.1716,54.1814,1.6709,-0.0737,1.7446,33.9352,-17.9382,60.0,50.0,40.55,40.61,38.43,38.64,398848.0,1
61.2132,53.0136,68.5959,1.828,0.065,1.7631,33.9161,88.4211,0.0,60.0,40.61,41.43,40.18,40.63,306587.0,-1
48.1618,55.0421,69.011,1.8233,0.0765,1.7468,33.6436,58.415,10.0,70.0,38.67,40.73,38.29,40.68,547893.0,1
49.6657,68.5935,60.9222,1.7863,0.0586,1.7277,33.3259,-3.1575,20.0,80.0,38.9,39.2,37.565,38.78,577609.0,1
67.2987,82.4772,59.5209,1.8836,0.1706,1.713,33.2022,20.7576,30.0,90.0,41.02,41.235,36.7,38.5,650487.0,-1
88.8162,87.797,82.9452,2.0056,0.3352,1.6704,33.096,142.8173,40.0,100.0,41.1,42.14,40.9,40.95,369347.0,-1
91.3168,83.7688,82.796,1.9122,0.3256,1.5866,32.6661,163.3381,0.0,100.0,39.75,41.29,39.75,40.89,483948.0,1
83.2579,78.1311,80.1368,1.7706,0.2654,1.5052,32.1823,146.6512,0.0,100.0,38.85,39.98,38.36,39.87,337501.0,1
76.7317,74.4412,77.0362,1.6556,0.2167,1.4388,31.7579,154.4425,0.0,100.0,37.87,39.5,37.49,38.88,419614.0,1
74.4037,74.1991,72.8343,1.5736,0.1889,1.3846,31.3975,116.3429,0.0,90.0,37.93,38.19,36.81,37.79,469633.0,1
72.1883,74.3296,77.6439,1.5439,0.2065,1.3374,31.123,148.4703,10.0,100.0,37.02,39.16,37.02,38.2,863704.0,1
76.0053,79.2546,71.8401,1.4468,0.161,1.2858,30.7576,63.1552,0.0,90.0,36.26,37.21,35.55,37.02,582718.0,1
74.7953,83.5484,68.7257,1.4294,0.1838,1.2456,30.5191,83.4439,0.0,100.0,36.9,37.43,36.2,36.41,288702.0,-1
86.9633,89.4745,76.4614,1.4408,0.2412,1.1996,30.3228,108.3946,10.0,90.0,36.4,37.2,36.35,37.03,300582.0,-1
88.8866,91.5371,73.9501,1.3791,0.2398,1.1393,30.021,115.1038,20.0,100.0,36.76,37.31,36.05,36.44,242185.0,1
92.5738,91.5929,78.4167,1.333,0.2536,1.0793,29.7498,140.37,30.0,100.0,35.9,36.89,35.77,36.79,510115.0,1
93.1511,89.8339,74.3538,1.2234,0.2075,1.0159,29.3961,117.0778,0.0,100.0,35.4,35.87,34.86,35.77,331737.0,1
89.0538,87.4866,72.7709,1.1568,0.1928,0.9641,29.1195,126.4528,10.0,100.0,35.17,35.87,34.64,35.42,400720.0,1
87.2968,88.2489,71.8782,1.0862,0.1703,0.9159,28.8472,133.0793,20.0,100.0,33.91,35.28,33.89,35.22,378543.0,1
86.1091,85.4913,65.5822,0.9981,0.1248,0.8733,28.561,84.7324,30.0,10.0,33.95,34.42,33.75,33.98,261022.0,1
91.3409,77.5472,65.0714,0.9817,0.1396,0.8421,28.3891,84.9893,40.0,20.0,34.08,34.56,33.752,33.89,339912.0,-1
79.024,63.1605,67.9981,0.9545,0.1473,0.8072,28.2039,77.7417,50.0,30.0,33.55,34.34,32.74,34.18,481767.0,1
62.2768,54.1773,64.8048,0.88,0.1096,0.7704,27.956,5.2281,0.0,40.0,31.8,33.58,31.15,33.53,498528.0,1
48.1807,51.3505,55.135,0.8302,0.0872,0.743,27.754,-17.1364,0.0,50.0,32.69,33.15,31.736,31.97,685613.0,1
52.0745,55.8581,56.6184,0.8936,0.1724,0.7212,27.7183,2.2269,0.0,60.0,32.83,33.09,32.08,32.38,497432.0,-1
53.7964,62.8195,62.2277,0.9468,0.2687,0.6781,27.6568,37.531,0.0,70.0,33.1,33.62,32.47,33.0,780149.0,-1
61.7035,73.4931,61.8436,0.9461,0.3352,0.6109,27.5096,5.5172,0.0,80.0,32.89,33.115,30.0,32.93,2755123.0,1
72.9585,83.3243,61.0803,0.9376,0.4105,0.5271,27.35,71.6976,0.0,90.0,34.14,35.1,32.655,32.78,662884.0,-1
85.8174,87.8938,73.9506,0.9264,0.5019,0.4245,27.1863,127.4724,0.0,100.0,34.5,35.3193,33.5605,34.23,535085.0,-1
91.197,87.9675,76.6576,0.7703,0.4713,0.299,26.8191,184.2738,10.0,100.0,33.77,35.1,33.52,34.5,413478.0,1
86.667,84.316,74.1326,0.5359,0.3548,0.1811,26.3659,215.0794,20.0,100.0,31.62,34.27,31.17,33.7,753794.0,1
86.0385,82.6759,64.8504,0.2998,0.2074,0.0924,25.9473,144.4575,30.0,100.0,30.47,31.64,30.25,31.53,388006.0,1
80.2425,77.3758,58.4137,0.1862,0.1456,0.0406,25.7384,103.6182,0.0,100.0,30.48,31.21,29.84,30.49,280041.0,1
81.7469,69.6747,57.1926,0.1304,0.1262,0.0042,25.6289,90.814,10.0,30.0,30.06,30.72,29.72,30.31,284347.0,1
70.1381,57.7829,55.3575,0.0734,0.1007,-0.0274,25.526,71.6572,20.0,40.0,29.84,30.21,29.32,30.03,317030.0,1
57.139,53.2674,55.5873,0.0242,0.0768,-0.0525,25.4432,80.8724,30.0,50.0,29.23,30.55,28.7,30.06,395433.0,1
46.0715,57.4237,50.4676,-0.0415,0.0302,-0.0717,25.3448,4.0791,40.0,60.0,28.79,29.34,28.3,29.23,391262.0,1
56.5917,70.3512,47.7231,-0.0513,0.028,-0.0793,25.3355,-40.092,50.0,70.0,28.99,29.44,27.9,28.81,802279.0,1
69.6078,76.9419,47.479,-0.026,0.0603,-0.0863,25.377,11.128,60.0,80.0,30.39,31.0,27.64,29.02,1026350.0,-1
84.8542,72.2219,56.4993,0.0103,0.1116,-0.1014,25.4293,116.8195,70.0,0.0,30.31,30.88,30.04,30.52,441612.0,-1
76.3636,56.7426,55.588,-0.0753,0.054,-0.1293,25.3044,91.7466,80.0,10.0,29.63,31.2,29.28,30.34,754550.0,1
55.4477,42.3179,51.4152,-0.1675,-0.0247,-0.1428,25.1838,21.6744,90.0,20.0,29.45,29.72,29.02,29.52,531965.0,1
38.4165,36.1703,48.4375,-0.2109,-0.0743,-0.1366,25.1469,-84.6497,100.0,30.0,27.61,28.99,27.12,28.96,588882.0,1
33.0894,31.7535,42.3629,-0.2141,-0.0961,-0.118,25.1737,-119.8912,100.0,0.0,28.78,29.06,27.425,27.89,646014.0,-1
37.0049,32.1031,47.7579,-0.1211,-0.0271,-0.094,25.3361,-62.4006,70.0,10.0,29.24,29.49,28.34,29.03,483940.0,-1
25.1662,36.0349,48.6382,-0.1007,-0.0135,-0.0872,25.3813,-82.4208,80.0,20.0,28.99,29.4499,27.98,29.21,428326.0,1
34.1382,49.0086,46.2092,-0.0891,-0.0052,-0.0838,25.4108,-88.8047,0.0,30.0,28.8,30.3,28.09,28.72,842218.0,1
48.8004,51.6957,42.2998,-0.0298,0.0527,-0.0825,25.5048,-172.5244,0.0,40.0,29.78,29.78,27.74,27.94,516261.0,-1
64.0871,46.4929,53.1814,0.1146,0.2103,-0.0957,25.7083,23.0875,0.0,50.0,30.7,30.87,29.7,30.38,477059.0,-1
42.1997,40.6366,56.3919,0.0832,0.2315,-0.1483,25.6405,64.7593,10.0,60.0,30.65,31.25,30.14,30.98,276141.0,-1
33.1919,50.4412,53.3838,-0.0108,0.1954,-0.2062,25.4891,4.2177,20.0,70.0,28.96,30.69,28.69,30.51,491175.0,1
46.5181,65.195,45.4104,-0.068,0.1871,-0.255,25.4039,-24.3031,0.0,80.0,29.98,30.67,28.71,28.82,444733.0,1
71.6136,76.4471,50.112,0.0071,0.3089,-0.3018,25.5128,34.6531,10.0,90.0,30.85,31.23,29.51,29.85,884570.0,-1
77.4533,76.8964,61.1146,0.0131,0.3922,-0.379,25.5115,119.1154,20.0,100.0,31.03,32.22,31.0,31.84,263640.0,-1
80.2744,77.9304,57.6676,-0.1526,0.3245,-0.4771,25.267,108.8693,30.0,80.0,30.38,31.25,29.8101,31.02,440664.0,1
72.9614,76.4572,54.4789,-0.2905,0.2677,-0.5582,25.0877,173.8571,40.0,90.0,31.98,31.98,30.3,30.3,379356.0,-1
80.5556,80.8325,64.7884,-0.3996,0.2255,-0.6251,24.9707,247.5602,50.0,100.0,28.05,31.99,27.92,31.99,898070.0,1
75.8547,76.6303,40.8083,-0.6802,0.0013,-0.6815,24.6306,16.875,60.0,90.0,28.78,29.02,27.73,27.97,522418.0,1
86.0874,69.7096,47.5508,-0.6784,0.0034,-0.6818,24.733,69.9329,70.0,100.0,28.84,29.38,27.495,28.9,424447.0,-1
67.9487,57.5286,46.8712,-0.7473,-0.0647,-0.6826,24.7363,96.0869,80.0,0.0,28.87,29.1377,28.4,28.82,220957.0,1
55.0928,56.9889,47.1461,-0.8174,-0.1509,-0.6665,24.7499,76.4107,90.0,0.0,28.03,29.26,27.95,28.86,747081.0,1
49.5443,59.0915,30.1973,-0.8984,-0.2696,-0.6288,24.7606,-135.2201,100.0,10.0,27.53,27.56,26.14,27.02,458426.0,1
66.3296,58.8674,33.0483,-0.8286,-0.2672,-0.5614,24.9975,-65.2277,60.0,0.0,28.42,28.69,27.34,27.57,547368.0,-1
61.4004,44.6784,36.6118,-0.7753,-0.2808,-0.4945,25.2011,-37.7513,70.0,0.0,28.56,29.0,28.03,28.2,678451.0,-1
48.8721,32.5115,38.51,-0.7509,-0.3265,-0.4243,25.3568,-48.3284,80.0,0.0,28.41,28.6175,27.96,28.52,447641.0,-1
23.7627,22.8583,32.7217,-0.7366,-0.3939,-0.3427,25.4957,-81.7974,90.0,0.0,28.02,28.5,27.16,27.93,695332.0,1
24.8995,24.4182,33.054,-0.6563,-0.4121,-0.2443,25.7265,-118.7711,100.0,10.0,26.43,28.17,26.285,28.0,693122.0,1
19.9126,22.3528,29.2681,-0.5504,-0.4092,-0.1412,25.9817,-137.4403,80.0,20.0,28.7,29.0,27.5,27.59,596572.0,-1
28.4425,21.4068,34.7459,-0.3715,-0.3326,-0.0389,26.3235,-147.505,90.0,30.0,28.62,29.04,28.0,28.86,728717.0,-1
18.7031,16.5822,29.3078,-0.2483,-0.2925,0.0442,26.559,-171.2473,100.0,0.0,30.91,31.34,27.35,28.28,998541.0,-1
17.0748,19.8115,44.0673,-0.037,-0.1543,0.1173,26.8989,-91.1657,100.0,0.0,30.31,31.49,30.01,30.87,689694.0,-1
13.9688,28.0866,38.8213,0.0078,-0.1481,0.1559,26.971,-138.3607,100.0,10.0,30.88,31.34,30.18,30.38,508771.0,-1
28.3908,42.0917,40.5685,0.1075,-0.0855,0.193,27.1134,-191.8574,0.0,20.0,31.17,31.55,30.43,30.63,284529.0,-1
41.9001,51.0383,42.3526,0.2114,-0.0029,0.2143,27.2454,-190.2814,10.0,30.0,32.26,32.52,30.25,30.89,494894.0,-1
55.9843,56.773,54.5626,0.3184,0.1033,0.2151,27.3647,17.6468,20.0,40.0,32.37,32.75,31.9,32.36,377985.0,-1
55.2305,57.7394,56.2505,0.3223,0.1331,0.1892,27.3214,64.9148,30.0,50.0,33.08,33.15,32.3,32.53,654160.0,-1
59.1041,62.1409,59.3614,0.3078,0.1518,0.156,27.2511,65.7236,0.0,60.0,32.34,33.0,31.94,32.85,499461.0,1
58.8837,68.0221,57.1625,0.257,0.139,0.118,27.1317,47.044,0.0,70.0,32.1,32.62,31.57,32.52,509576.0,1
68.435,74.4262,55.385,0.2171,0.1338,0.0833,27.0356,65.1321,0.0,80.0,32.35,33.0,31.66,32.25,547142.0,1
76.7476,75.3053,55.0116,0.1865,0.1367,0.0498,26.9587,99.0526,10.0,90.0,32.51,33.36,32.055,32.19,304970.0,-1
78.0959,72.7512,58.5388,0.15,0.1343,0.0156,26.8782,158.9469,0.0,100.0,32.6,33.56,32.4,32.67,611354.0,-1
71.0723,67.203,58.3887,0.0594,0.0773,-0.0179,26.7275,186.2883,10.0,0.0,31.68,32.95,31.59,32.64,891230.0,1
69.0854,64.4666,54.2122,-0.0544,-0.0172,-0.0373,26.559,104.4148,20.0,0.0,30.68,32.94,29.79,31.8,922014.0,1
61.4513,56.2383,48.0057,-0.1258,-0.0929,-0.033,26.469,0.6121,30.0,10.0,31.49,31.71,29.925,30.69,601434.0,1
62.863,48.9455,52.8244,-0.1185,-0.1087,-0.0098,26.5017,29.2138,40.0,0.0,30.5,31.7399,30.5,31.52,275049.0,1
44.4006,40.3191,46.408,-0.1797,-0.1971,0.0174,26.4377,-28.8269,50.0,0.0,30.5,31.24,30.17,30.42,264112.0,1
39.573,37.3163,46.8248,-0.1594,-0.2261,0.0667,26.4989,-58.7694,60.0,10.0,29.49,31.0,29.41,30.5,509222.0,1
36.9838,33.7275,42.2748,-0.1381,-0.2613,0.1232,26.5591,-104.3623,70.0,20.0,30.06,30.42,29.39,29.72,217229.0,1
35.3921,27.6731,43.3008,-0.0411,-0.2296,0.1886,26.7232,-102.6105,80.0,30.0,31.11,31.96,29.17,29.96,386537.0,-1
28.8065,24.9231,48.3137,0.0625,-0.1835,0.246,26.8814,-123.2835,90.0,40.0,29.65,31.215,29.44,31.1,573099.0,1
18.8205,26.0261,40.3548,0.0945,-0.1973,0.2918,26.923,-279.8848,100.0,0.0,31.3,31.48,28.35,29.64,788481.0,-1
27.1422,35.2365,48.011,0.2611,-0.08,0.3412,27.1488,-83.2922,40.0,10.0,31.73,33.1,31.1,31.32,558548.0,-1
32.1157,39.1858,49.625,0.3237,-0.0374,0.3612,27.2017,-8.9336,0.0,20.0,32.36,33.66,31.59,31.64,468492.0,-1
46.4516,46.0319,52.8213,0.3711,0.0005,0.3705,27.223,-23.9085,0.0,30.0,31.42,32.94,31.3,32.28,276853.0,1
38.99,44.1501,49.481,0.3704,-0.0,0.3704,27.1693,-16.2825,0.0,40.0,32.81,33.71,31.02,31.55,427418.0,-1
52.654,45.1919,55.3784,0.4277,0.0573,0.3704,27.197,59.4542,0.0,50.0,31.68,33.86,31.221,32.77,314065.0,-1
40.8063,41.0674,50.6967,0.3884,0.0323,0.3561,27.0796,37.8491,10.0,60.0,33.01,33.41,31.51,31.69,369257.0,-1
42.1154,48.5007,57.7104,0.4266,0.0786,0.348,27.0775,62.6372,20.0,70.0,31.7,33.5,30.76,33.08,308057.0,-1
40.2805,62.8254,51.9419,0.3482,0.0198,0.3284,26.9052,26.7475,30.0,80.0,31.19,32.46,30.9,31.74,398053.0,1
63.1063,78.5629,49.5863,0.3596,0.0362,0.3234,26.872,34.7736,40.0,90.0,32.0,32.93,31.08,31.23,387744.0,-1
85.0894,78.7593,54.3329,0.4134,0.0991,0.3143,26.8963,106.6136,50.0,100.0,33.7,34.25,31.98,32.24,266530.0,-1
87.4931,62.1301,62.6108,0.3882,0.0986,0.2896,26.8007,184.8858,60.0,100.0,32.67,33.9,32.41,33.79,268627.0,-1
63.6954,41.2522,58.0873,0.2154,-0.0495,0.2649,26.5022,122.4816,70.0,40.0,31.24,32.7,30.7,32.57,864051.0,1
35.2017,26.5081,52.2971,0.0978,-0.1794,0.2773,26.31,48.4229,80.0,50.0,30.26,32.26,29.9,31.21,764946.0,1
24.8594,20.3265,47.7077,0.0648,-0.2573,0.3222,26.2565,-82.8371,90.0,60.0,29.38,30.71,29.1,30.25,473850.0,1
19.463,18.8036,43.9136,0.1053,-0.2812,0.3865,26.3126,-117.0771,100.0,0.0,30.88,30.88,28.96,29.5,503597.0,-1
16.6571,20.9121,49.9599,0.2208,-0.236,0.4568,26.4684,-71.9779,90.0,0.0,29.52,31.43,29.26,30.89,671245.0,-1
20.2906,26.7068,43.5711,0.2439,-0.2719,0.5158,26.4766,-132.7924,100.0,0.0,29.63,30.44,29.14,29.62,749638.0,1
25.7885,26.5264,44.1706,0.3804,-0.2034,0.5838,26.6411,-72.7057,0.0,10.0,31.86,33.85,29.66,29.77,1400917.0,-1
34.0414,23.6132,52.7487,0.5361,-0.0985,0.6346,26.8107,-46.5884,0.0,20.0,30.92,32.47,30.92,31.74,514809.0,-1
19.7493,22.0905,49.4284,0.5555,-0.1038,0.6592,26.764,-44.6452,0.0,30.0,31.08,32.06,30.6,31.0,462464.0,1
17.0491,32.0968,49.9837,0.6365,-0.0487,0.6852,26.801,-26.3,0.0,40.0,30.31,31.71,30.01,31.13,647398.0,1
29.4732,48.6228,46.665,0.7195,0.0221,0.6974,26.8274,-8.5409,10.0,50.0,32.43,32.61,30.07,30.33,666371.0,-1
49.7679,63.7499,55.0961,0.8845,0.1926,0.6918,26.9553,37.0073,20.0,60.0,33.17,33.61,31.54,32.38,994342.0,-1
66.6271,75.5321,60.6792,0.9038,0.2601,0.6437,26.8511,63.6141,30.0,70.0,32.96,33.72,32.49,33.54,542924.0,-1
74.8545,83.5379,59.1371,0.8143,0.2356,0.5786,26.5903,79.2258,40.0,80.0,32.97,34.1,32.6,33.06,771900.0,1
85.1146,81.3117,58.8649,0.73,0.2102,0.5197,26.3508,104.973,50.0,90.0,35.02,35.09,32.61,32.97,759100.0,-1
90.6444,65.3125,67.9662,0.6196,0.1524,0.4672,26.0882,172.9053,60.0,100.0,33.58,36.06,32.96,34.98,1414900.0,-1
68.1759,39.8043,64.5825,0.2947,-0.1344,0.4291,25.5425,116.0315,70.0,0.0,29.36,33.85,28.93,33.6,2935400.0,1
37.117,19.52,49.3779,-0.0041,-0.4668,0.4627,25.0875,-44.2031,80.0,10.0,27.33,29.36,27.22,29.24,1988300.0,1
14.1198,10.7076,37.5997,-0.0059,-0.5853,0.5794,25.0999,-125.2869,90.0,20.0,26.24,27.53,26.04,27.11,1252200.0,1
7.3232,9.2596,31.0967,0.1774,-0.5483,0.7257,25.3743,-159.6133,100.0,30.0,28.86,29.31,25.93,26.15,1218900.0,-1
10.6798,12.8719,42.8072,0.4922,-0.3705,0.8628,25.8052,-143.4847,100.0,40.0,28.71,29.09,28.35,28.95,927000.0,-1
9.7757,16.9563,41.3154,0.6432,-0.3122,0.9554,25.9556,-159.0787,100.0,50.0,29.78,29.79,28.69,28.74,563300.0,-1
18.1602,24.9354,46.224,0.8449,-0.1886,1.0334,26.1532,-97.2006,0.0,60.0,31.0,31.31,28.94,29.69,570300.0,-1
22.9329,38.0729,52.7557,1.0073,-0.0733,1.0806,26.2629,5.0385,10.0,70.0,30.98,31.93,30.59,30.79,593400.0,-1
33.713,56.9054,55.1133,1.1041,0.0052,1.0989,26.254,-14.0158,20.0,80.0,31.18,31.33,30.2,31.16,568500.0,-1
57.5727,76.7764,55.4751,1.1794,0.0818,1.0976,26.1986,-8.5075,30.0,90.0,31.57,31.77,30.27,31.22,645400.0,-1
79.4307,84.3739,57.5141,1.2532,0.1761,1.0771,26.128,86.8928,40.0,100.0,33.89,34.4,31.43,31.58,1027600.0,-1
93.3259,78.7604,73.9597,1.2978,0.2647,1.0331,26.0033,158.6704,50.0,100.0,31.93,34.09,31.4,34.0,850400.0,-1
80.3652,63.7629,66.564,1.1252,0.1583,0.967,25.5652,49.7216,60.0,40.0,31.46,32.28,29.98,31.92,828700.0,1
62.5901,54.1436,64.4216,1.0696,0.1422,0.9274,25.3185,49.7698,70.0,50.0,30.79,31.63,30.64,31.43,517800.0,1
48.3333,53.6533,60.3112,1.0257,0.1339,0.8918,25.0965,-10.0885,0.0,60.0,29.23,30.64,29.14,30.55,490400.0,1
51.5074,63.8079,53.369,1.0314,0.173,0.8584,24.9503,-15.5881,10.0,70.0,29.87,30.61,28.87,29.29,1040300.0,1
61.1192,74.5661,55.664,1.1333,0.3182,0.8151,24.937,-8.2462,20.0,80.0,31.45,31.8,26.63,29.62,1554400.0,-1
78.7971,84.5892,73.7388,1.2182,0.4826,0.7356,24.8816,75.6339,30.0,90.0,31.73,32.08,30.75,31.71,721300.0,-1
83.782,85.3594,73.6652,1.1269,0.5119,0.6149,24.5629,117.5876,40.0,100.0,32.06,33.23,31.54,31.69,986600.0,-1
91.1886,84.3577,77.2734,0.9957,0.5087,0.4869,24.2012,124.5825,50.0,100.0,31.03,32.14,30.23,32.06,624300.0,1
81.1075,80.3107,73.0322,0.7815,0.4217,0.3597,23.7426,147.4564,60.0,100.0,30.62,31.89,30.41,30.74,966300.0,1
80.7769,76.4271,72.8247,0.6117,0.3574,0.2543,23.3798,169.2726,70.0,100.0,28.34,31.24,28.34,30.68,855400.0,1
79.0477,65.685,62.2955,0.3913,0.2263,0.165,22.9724,159.0401,0.0,90.0,29.15,29.3,28.24,28.26,836100.0,1
69.4567,49.3473,69.9566,0.315,0.2066,0.1084,22.8024,276.6347,10.0,100.0,27.4,29.9,27.33,29.02,1366500.0,1
