SlowK,SlowD,RSI,EMA,CCI,Aroon Down,Aroon Up,1. open,2. high,3. low,4. close,5. volume,Trend label
9.4375,18.9587,43.1274,166.928,-78.4012,0.0,70.0,0.6515,0.7116,0.62,0.621,968902.0,1
11.336,32.0063,46.1617,168.5963,1.2497,10.0,80.0,0.64,0.76,0.64,0.651,796111.0,-1
36.1026,50.7624,44.0723,169.4315,-108.9573,0.0,90.0,0.6407,0.66,0.62,0.6333,239823.0,1
48.5802,56.5028,43.7392,171.0181,-10.7538,0.0,100.0,0.78,0.78,0.6202,0.6303,542766.0,-1
67.6044,56.5022,58.2871,172.9386,169.3345,0.0,100.0,0.7,0.78,0.7,0.77,457778.0,-1
53.3239,48.7845,50.0704,170.1441,129.433,0.0,90.0,0.75,0.75,0.671,0.6932,166015.0,1
48.5784,48.6445,52.9165,169.6932,141.1867,0.0,100.0,0.7,0.778,0.67,0.7165,528043.0,1
44.4513,55.2203,47.6908,168.3459,57.098,10.0,80.0,0.6426,0.703,0.6219,0.671,136066.0,1
52.9037,64.9113,44.1864,168.431,52.691,20.0,90.0,0.7,0.7,0.63,0.6424,110383.0,-1
68.3059,73.2359,46.1112,169.5497,66.3545,30.0,0.0,0.68,0.73,0.6217,0.6622,472751.0,1
73.5243,75.9942,46.8345,170.1211,42.6059,40.0,0.0,0.6799,0.71,0.61,0.67,324108.0,-1
77.8775,71.2159,45.8645,170.4955,25.8839,50.0,0.0,0.61,0.72,0.61,0.6601,373366.0,1
76.5807,55.762,40.958,171.277,-14.0499,60.0,10.0,0.6683,0.7,0.6021,0.61,147940.0,-1
59.1894,34.5479,46.2179,173.9594,-14.0001,70.0,0.0,0.6,0.68,0.5916,0.6799,100844.0,-1
31.5159,21.3066,43.4207,174.5286,-44.6549,80.0,10.0,0.5166,0.7,0.51,0.65,454150.0,1
12.9383,18.2392,22.9012,176.247,-143.9076,90.0,0.0,0.4754,0.55,0.4512,0.48,211963.0,1
19.4656,19.3658,18.6364,184.2823,-198.1542,100.0,10.0,0.651,0.658,0.43,0.4527,238609.0,-1
22.3137,18.5708,26.8183,194.4405,-186.463,100.0,0.0,0.7047,0.71,0.572,0.62,188707.0,-1
16.3179,18.6295,32.8744,200.0749,-208.3432,100.0,0.0,0.7137,0.728,0.626,0.698,237606.0,-1
17.0809,21.8894,35.8648,203.7284,-181.9812,100.0,0.0,0.77,0.775,0.7101,0.73,124436.0,-1
22.4897,25.222,37.809,206.761,-106.8979,90.0,10.0,0.7839,0.7944,0.7501,0.7501,151131.0,-1
26.0975,25.4441,41.8635,209.5091,-64.5785,100.0,0.0,0.7922,0.8373,0.75,0.79,556829.0,-1
27.0789,23.2492,41.965,211.2246,-62.5946,70.0,10.0,0.7701,0.823,0.77,0.791,175562.0,1
23.1558,17.1846,39.4546,213.1496,-71.3971,80.0,0.0,0.81,0.8448,0.77,0.772,165246.0,-1
19.5128,11.5358,42.8909,216.0281,-72.3097,90.0,10.0,0.83,0.83,0.78,0.8111,264967.0,-1
8.8852,7.8229,45.0493,217.9214,-75.8153,100.0,20.0,0.76,0.86,0.76,0.835,387267.0,1
6.2095,7.334,36.0866,219.2316,-102.632,100.0,30.0,0.8,0.83,0.761,0.761,470489.0,1
8.374,7.5744,40.87,223.3718,-100.2564,0.0,0.0,0.8698,0.8698,0.79,0.82,686838.0,-1
7.4185,7.9606,42.5924,225.9964,-100.5789,10.0,10.0,0.86,0.89,0.7807,0.84,1091027.0,-1
6.9307,9.1097,44.2716,228.2815,-54.0009,0.0,20.0,0.8451,1.15,0.83,0.86,2621806.0,-1
9.5325,10.7779,42.7584,230.1789,-53.2199,10.0,30.0,1.06,1.07,0.8202,0.8451,1795160.0,-1
10.8659,11.5488,45.7524,232.8795,-10.6983,0.0,40.0,0.905,1.31,0.88,0.885,6376974.0,1
11.9352,12.5629,48.4377,234.5408,-29.4946,10.0,50.0,1.0,1.02,0.81,0.9201,1195855.0,-1
11.8452,13.9659,52.3704,235.1859,36.9496,20.0,60.0,1.09,1.58,0.9405,0.97,9446301.0,-1
13.9083,20.4391,63.5351,234.1411,30.3759,30.0,70.0,1.08,1.2,1.02,1.09,1127016.0,-1
16.1441,31.5728,62.9426,228.6612,66.4581,40.0,80.0,1.08,1.53,1.02,1.08,4653933.0,1
31.265,46.2708,64.839,222.7557,69.9253,50.0,90.0,1.09,1.35,1.0,1.1,1803547.0,-1
47.3093,55.5794,68.5571,215.2922,333.3333,60.0,100.0,0.736,3.47,0.736,1.14,13379331.0,1
60.2381,55.1031,34.3238,205.334,-57.2578,70.0,30.0,0.74,0.8,0.736,0.736,51375.0,1
59.1908,49.8027,35.6736,208.3817,-98.0268,80.0,40.0,0.74,0.78,0.69,0.7516,8230.0,-1
45.8804,42.0142,35.4392,211.3076,-103.0071,90.0,0.0,0.74,0.79,0.73,0.75,42589.0,1
44.3368,46.1972,35.4392,214.7087,-254.1822,100.0,0.0,0.8,0.8,0.57,0.75,180053.0,-1
35.8254,50.9184,37.7286,218.5957,-118.6276,100.0,10.0,0.83,0.8495,0.751,0.7829,99361.0,-1
58.4296,59.9987,41.1539,221.8629,-25.9146,0.0,20.0,0.829,0.8588,0.829,0.83,9022.0,-1
58.5003,53.904,37.9231,223.9148,-69.1422,0.0,30.0,0.791,0.878,0.791,0.8,22235.0,1
63.0662,45.5486,43.5133,227.3311,32.4636,0.0,0.0,0.85,0.89,0.83,0.878,15935.0,-1
40.1455,39.8535,39.6102,228.4499,19.9132,10.0,10.0,0.8413,0.89,0.82,0.84,22769.0,1
33.4342,46.4852,39.6102,231.0856,-34.9836,20.0,20.0,0.78,0.85,0.7601,0.84,28454.0,1
45.9808,60.0462,36.5642,234.0978,-47.5772,30.0,30.0,0.86,0.87,0.77,0.8074,15035.0,-1
60.0405,68.5999,37.27,238.7046,-65.0279,40.0,0.0,0.844,0.844,0.78,0.821,21624.0,1
74.1174,72.3011,40.2523,243.4839,-22.2517,50.0,0.0,0.8395,0.908,0.81,0.879,8474.0,-1
71.6418,66.9059,38.8087,246.8744,-18.6154,60.0,0.0,0.94,0.94,0.8452,0.86,69027.0,-1
71.1443,56.9406,42.7202,251.4279,-5.4017,70.0,10.0,0.93,0.94,0.91,0.94,17543.0,-1
57.9317,41.598,42.0632,253.7747,-47.7585,80.0,20.0,0.888,0.93,0.76,0.93,34252.0,1
41.746,29.3526,36.8485,256.814,-106.115,90.0,30.0,0.69,0.89,0.6001,0.85,28349.0,1
25.1165,22.0732,25.5387,263.1446,-144.395,100.0,40.0,0.93,1.1,0.43,0.7,122258.0,-1
21.1952,23.0556,32.1947,275.7366,-100.8606,60.0,50.0,0.9184,0.95,0.84,0.8924,11796.0,-1
19.908,27.0048,30.7252,283.2562,-112.1863,70.0,60.0,0.97,1.04,0.85,0.875,18190.0,-1
28.0636,29.2986,34.3872,292.4713,-131.4921,80.0,0.0,1.067,1.07,0.8,0.97,86062.0,-1
33.0427,24.7333,32.8712,299.6101,-143.8858,90.0,10.0,0.894,1.1701,0.894,0.95,36552.0,1
26.7894,16.6805,37.557,308.483,-183.8604,100.0,20.0,1.2248,1.231,0.773,1.07,54713.0,-1
14.3678,12.7541,44.7304,314.3377,51.1554,100.0,30.0,1.04,1.57,0.99,1.22,99654.0,1
8.8843,16.833,33.2574,315.6716,-179.9615,100.0,40.0,1.15,1.2,1.06,1.07,90624.0,1
15.0102,23.3015,36.9379,322.5533,-123.0498,40.0,0.0,1.25,1.27,1.15,1.15,12579.0,-1
26.6044,27.2353,42.317,327.5609,-12.6837,50.0,10.0,1.35,1.35,1.15,1.2521,15988.0,-1
28.2899,23.6485,40.6641,329.6375,-49.2993,60.0,20.0,1.3,1.31,1.16,1.2304,16379.0,1
26.8116,17.8767,43.7639,332.7857,-42.3348,70.0,0.0,1.17,1.29,1.15,1.29,26243.0,1
15.844,14.5715,41.7524,334.255,-53.3101,80.0,0.0,1.25,1.3298,1.15,1.26,25514.0,-1
10.9744,16.159,38.4501,337.0058,-7.3066,90.0,10.0,1.19,1.59,1.15,1.21,70062.0,1
16.8961,18.6715,33.7151,341.9352,-120.9608,100.0,20.0,1.1601,1.23,1.13,1.14,40777.0,1
20.6066,16.2917,36.6082,350.0688,-67.6591,70.0,30.0,1.35,1.35,1.19,1.2199,32794.0,-1
18.5119,12.6328,40.968,356.5107,-57.3564,80.0,40.0,1.27,1.34,1.17,1.33,42770.0,-1
9.7565,11.1926,33.8883,359.9408,-101.9087,90.0,50.0,1.22,1.32,1.17,1.22,23665.0,1
9.63,16.2445,33.8883,367.7895,-37.7491,100.0,60.0,1.29,1.662,1.15,1.22,275975.0,-1
14.1914,25.1762,35.7878,376.7594,-79.5279,50.0,70.0,1.29,1.31,1.27,1.2801,31435.0,-1
24.9123,30.2483,35.2388,384.8644,-78.8402,60.0,80.0,1.26,1.39,1.25,1.27,139039.0,1
36.425,28.6204,37.526,394.4878,-37.1413,70.0,90.0,1.56,1.688,1.25,1.35,195034.0,-1
29.4075,18.2456,43.5709,402.629,43.1833,80.0,100.0,1.3101,2.1,1.3,1.54,624724.0,1
20.0288,11.1149,36.8219,405.1474,-84.0378,90.0,0.0,1.2101,1.43,1.2001,1.4,34237.0,1
5.3006,9.9029,21.7882,413.0256,-145.3515,100.0,10.0,1.45,1.45,1.15,1.15,86248.0,1
8.0154,17.7118,27.1925,430.9578,-138.6994,90.0,20.0,1.3401,1.45,1.33,1.382,49021.0,-1
16.3927,29.2473,24.1262,443.1661,-200.79,100.0,30.0,1.54,1.54,1.32,1.34,57226.0,-1
28.7274,34.5756,29.4399,458.6184,-160.6962,70.0,40.0,1.68,1.68,1.51,1.54,9777.0,-1
42.6216,36.9047,34.4405,469.1353,-168.5277,80.0,0.0,1.6001,1.69,1.51,1.6865,32949.0,-1
32.3778,33.6115,35.6881,475.9225,-64.6653,90.0,0.0,1.7,1.8,1.65,1.72,6779.0,-1
35.7148,34.8913,37.6715,482.4828,-47.2552,100.0,10.0,1.5001,1.99,1.5001,1.7741,62634.0,1
32.7421,31.0181,31.0339,488.0482,-65.7227,50.0,20.0,1.84,1.85,1.66,1.67,31208.0,-1
36.217,24.8254,36.3953,498.1265,-45.3247,60.0,30.0,1.78,1.9,1.67,1.83,47526.0,-1
24.0952,15.6389,33.8229,503.9303,-36.5675,70.0,40.0,1.91,2.05,1.71,1.79,138676.0,-1
14.1639,10.8705,29.3208,511.9918,-64.0492,80.0,0.0,1.72,2.05,1.64,1.72,164545.0,1
8.6576,13.8573,29.331,523.7049,-99.2222,90.0,10.0,1.7077,1.868,1.7,1.7204,18416.0,1
9.7901,19.877,28.1772,537.0771,-180.376,100.0,20.0,1.63,1.7228,1.61,1.7,60630.0,1
23.1242,25.86,23.7852,553.0881,-225.935,100.0,0.0,1.92,2.03,1.6101,1.62,107332.0,-1
26.7166,25.4223,33.1295,574.2435,-100.4516,70.0,10.0,2.18,2.23,1.9608,2.03,67441.0,-1
27.7392,28.0094,38.4363,583.7783,-31.1007,80.0,0.0,0.42,2.4197,0.401,2.1901,235390.0,1
21.8111,33.5329,26.5198,588.9573,-95.6097,90.0,0.0,0.46,0.46,0.4,0.402,102947.0,1
34.4778,42.2274,27.601,601.3084,-123.438,100.0,0.0,0.43,0.4599,0.39,0.4101,151126.0,1
44.3098,41.1442,30.3359,613.9774,-137.5663,90.0,0.0,0.44,0.45,0.41,0.43,67724.0,-1
47.8947,34.0403,33.3224,624.9028,-143.1631,100.0,10.0,0.4301,0.4699,0.4,0.45,169722.0,-1
31.228,24.4507,33.3371,633.8175,-160.5305,100.0,20.0,0.46,0.49,0.401,0.4501,164095.0,-1
22.9981,26.5091,38.1976,643.9878,-80.8132,0.0,30.0,0.4601,0.482,0.46,0.482,73901.0,-1
19.126,34.0201,32.079,649.9146,-103.9901,10.0,40.0,0.4601,0.49,0.4601,0.4601,46032.0,1
37.4032,43.6694,34.9051,660.5989,-69.7583,0.0,50.0,0.48,0.5,0.4601,0.48,100724.0,-1
45.5311,50.0228,36.3385,669.2559,-16.5561,10.0,0.0,0.5,0.5,0.47,0.4899,61870.0,-1
48.0738,57.6393,39.2548,677.3817,8.7954,20.0,0.0,0.48,0.5099,0.47,0.5098,57043.0,1
56.4634,66.2571,37.0144,683.1148,-13.5854,30.0,0.0,0.461,0.5199,0.461,0.5,57293.0,1
68.3808,68.4297,34.8292,691.4169,-5.9874,40.0,0.0,0.5399,0.54,0.49,0.4901,143014.0,-1
73.9272,61.4817,39.8433,702.6729,-4.725,50.0,0.0,0.53,0.55,0.49,0.53,55388.0,-1
62.981,49.1317,37.8243,708.4119,-30.3998,60.0,10.0,0.47,0.5499,0.47,0.52,178563.0,1
47.5367,36.5708,29.4006,716.7564,-66.204,70.0,20.0,0.4514,0.5,0.4514,0.4805,99671.0,1
36.8773,27.2171,28.6517,733.3466,-80.2064,80.0,30.0,0.46,0.502,0.45,0.4771,89145.0,-1
25.2982,18.6866,27.2005,752.914,-95.79,90.0,40.0,0.5,0.5287,0.45,0.47,124992.0,-1
19.4758,15.5593,25.0158,776.5446,-158.8669,100.0,50.0,0.502,0.5399,0.35,0.4587,754897.0,1
11.2857,20.6967,27.8294,805.5688,-156.7118,90.0,60.0,0.5616,0.58,0.485,0.501,215343.0,-1
15.9162,32.9874,29.9125,831.1858,-198.24,100.0,70.0,0.58,0.6195,0.46,0.5301,819773.0,-1
34.8881,45.7489,33.8547,855.2659,-126.767,20.0,80.0,0.64,0.66,0.58,0.5804,336014.0,-1
48.1579,47.8233,40.5019,873.8039,48.1554,30.0,90.0,0.74,0.789,0.6,0.65,537427.0,-1
54.2008,45.9682,54.0088,882.5615,201.0323,40.0,0.0,0.6636,0.79,0.65,0.7485,452716.0,-1
41.1111,42.716,37.027,874.9811,-43.2084,50.0,0.0,0.67,0.67,0.62,0.66,28380.0,1
42.5926,41.9216,34.5701,882.1212,-67.9857,60.0,10.0,0.67,0.68,0.6,0.65,109888.0,1
44.4444,35.6951,32.189,892.0671,-29.7518,70.0,20.0,0.65,0.75,0.6201,0.64,506092.0,1
38.7279,23.2958,33.2789,905.2195,-32.3269,80.0,0.0,0.66,0.75,0.6201,0.65,62819.0,-1
23.913,10.3865,34.325,918.4652,-74.5679,90.0,0.0,0.62,0.68,0.6,0.66,50593.0,1
7.2464,7.3179,25.945,931.8174,-136.9712,100.0,0.0,0.63,0.64,0.57,0.62,123337.0,1
-0.0,15.8141,27.5255,954.2198,-100.7455,100.0,0.0,0.65,0.75,0.64,0.64,261236.0,-1
14.7072,30.2054,28.3013,976.2512,-154.4866,100.0,10.0,0.67,0.67,0.65,0.65,61427.0,-1
32.735,38.1511,28.3013,999.6443,-161.8948,100.0,0.0,0.73,0.73,0.65,0.65,330715.0,-1
43.174,37.782,36.5443,1026.3792,-79.7929,70.0,10.0,0.76,0.8,0.7199,0.7488,58889.0,-1
38.5443,32.2079,40.427,1039.2905,-75.5009,80.0,20.0,0.71,0.81,0.71,0.785,126611.0,1
31.6277,25.5586,34.205,1047.582,-109.0234,90.0,30.0,0.75,0.78,0.74,0.7492,103037.0,-1
26.4518,20.2427,34.277,1063.4508,-162.8831,100.0,0.0,0.79,0.8,0.685,0.75,303314.0,-1
18.5965,19.5273,38.8806,1081.4438,-126.569,90.0,10.0,0.78,0.8296,0.78,0.8,121152.0,-1
15.6798,23.7125,35.7753,1093.0786,-175.4999,100.0,20.0,0.85,0.8699,0.75,0.78,117953.0,-1
24.3056,35.2276,37.4896,1109.947,-181.8921,100.0,30.0,0.86,0.89,0.79,0.8,80014.0,-1
31.1522,45.5869,41.9693,1125.6537,-79.0253,0.0,40.0,0.9,0.9,0.8301,0.8495,71676.0,-1
50.225,54.0115,43.9256,1134.765,-81.8764,0.0,50.0,0.862,0.89,0.82,0.87,303280.0,1
55.3837,52.8298,43.9256,1141.5171,47.6001,10.0,0.0,0.94,0.94,0.86,0.87,33963.0,-1
56.4259,53.0237,49.3828,1149.2338,112.936,20.0,0.0,0.9,0.94,0.8533,0.93,78381.0,-1
46.6797,56.9107,45.3057,1147.3387,17.7124,30.0,0.0,0.87,0.92,0.8401,0.89,46517.0,1
55.9654,60.9718,40.5079,1152.3156,-26.5332,40.0,10.0,0.899,0.9288,0.8402,0.8455,44719.0,1
68.0871,60.0442,41.247,1165.95,-20.3431,50.0,0.0,0.92,0.95,0.8401,0.8556,241064.0,-1
58.8628,48.5541,46.0708,1179.7285,14.7138,60.0,0.0,0.888,0.95,0.88,0.92,166216.0,-1
53.1828,39.3701,43.2902,1183.9755,-41.73,70.0,0.0,0.8254,0.9276,0.81,0.89,304928.0,1
33.6167,25.9172,35.532,1194.1863,-84.1154,80.0,10.0,0.92,0.93,0.8,0.8122,313677.0,-1
31.3108,21.1841,42.8326,1219.7486,-93.3685,90.0,20.0,0.8,0.92,0.751,0.9199,594688.0,1
12.8241,18.2753,23.02,1229.7305,-183.9901,100.0,30.0,0.85,0.9,0.75,0.77,297479.0,1
19.4175,23.9249,27.7559,1267.9063,-144.213,100.0,40.0,0.9599,0.9599,0.813,0.852,182221.0,-1
22.5842,27.3425,33.6895,1296.8929,-93.96,50.0,50.0,0.96,0.9999,0.9116,0.93,124270.0,-1
29.7729,30.1929,37.5211,1316.0919,-88.9797,60.0,0.0,1.0,1.0,0.94,0.9714,123030.0,-1
29.6703,29.0842,37.3041,1330.6408,-109.375,70.0,0.0,0.98,1.0,0.94,0.97,192705.0,1
31.1355,26.1067,39.9824,1347.518,-116.369,80.0,10.0,0.95,1.03,0.91,1.0,183142.0,1
26.4469,21.3874,35.8363,1361.4492,-129.3921,90.0,0.0,1.0,1.07,0.94,0.97,1075090.0,-1
20.7377,18.2964,37.3859,1382.7276,-105.8224,100.0,10.0,1.06,1.3,0.845,0.99,4375298.0,-1
16.9777,18.323,44.2788,1403.4744,-107.5336,100.0,20.0,1.08,1.1,1.03,1.07,389901.0,-1
17.1738,18.2611,45.2167,1412.8994,-102.5089,0.0,30.0,1.13,1.15,1.05,1.08,212789.0,-1
20.8177,21.0142,49.9806,1421.885,-65.4343,10.0,40.0,1.1467,1.19,1.06,1.13,575691.0,-1
16.7918,25.9767,49.9806,1423.2257,-46.6696,20.0,50.0,1.18,1.18,1.1118,1.13,267502.0,-1
25.433,35.2953,52.6779,1424.7579,-14.3892,30.0,60.0,1.17,1.23,1.1132,1.16,878597.0,-1
35.7052,43.1763,47.5864,1421.1519,-10.3151,0.0,70.0,1.28,1.34,1.06,1.1,1279063.0,-1
44.7478,46.6787,70.267,1427.745,123.8543,0.0,80.0,1.31,1.4,1.27,1.3,374582.0,-1
49.0759,45.192,70.267,1399.5658,133.9579,0.0,90.0,1.23,1.35,1.2101,1.3,516835.0,1
46.2124,42.2583,64.917,1367.3609,215.6792,10.0,100.0,1.2,1.53,1.18,1.221,3226804.0,1
40.2877,41.6561,62.2721,1344.6624,107.6941,0.0,90.0,1.12,1.2,1.11,1.1868,374080.0,1
40.2749,48.2345,59.3007,1324.8285,111.5067,10.0,100.0,1.15,1.28,1.1,1.15,1363624.0,1
44.4057,57.024,51.8866,1308.7326,38.3419,20.0,50.0,1.07,1.09,1.0499,1.07,112331.0,1
60.023,66.8092,55.2735,1304.6229,61.6593,30.0,60.0,1.09,1.12,1.05,1.0999,57978.0,-1
66.6433,72.1105,50.4116,1294.5869,68.6797,40.0,70.0,1.0701,1.1394,1.05,1.05,185069.0,1
73.7615,73.3836,53.562,1292.0279,107.695,50.0,80.0,1.14,1.19,1.08,1.08,493467.0,-1
75.9268,68.909,56.6415,1283.7462,117.7354,60.0,90.0,1.09,1.19,1.0439,1.109,223158.0,1
70.4627,57.0605,55.9259,1269.1028,105.9128,70.0,100.0,1.04,1.2,0.9531,1.0999,828396.0,1
60.3377,44.6986,46.8193,1253.9925,12.1587,80.0,30.0,0.92,1.09,0.8599,0.995,693816.0,1
40.381,32.17,39.8813,1255.4557,-44.2554,90.0,40.0,0.88,0.98,0.88,0.9299,178018.0,1
33.377,27.5909,37.6432,1268.7529,-118.6733,100.0,0.0,0.81,0.9229,0.76,0.91,305107.0,1
22.752,28.3791,27.9368,1287.5033,-166.1843,90.0,10.0,0.91,0.95,0.8201,0.83,309345.0,-1
26.6438,34.7419,33.8676,1323.2181,-219.1397,100.0,0.0,0.93,0.99,0.7929,0.93,105658.0,-1
35.7416,37.9647,35.2132,1346.1778,-166.047,100.0,10.0,1.0,1.03,0.92,0.95,317995.0,-1
41.8404,31.7146,40.2507,1368.8461,-60.3253,80.0,0.0,1.08,1.08,1.0,1.02,219972.0,-1
36.312,20.372,45.2436,1382.2527,-33.2775,90.0,0.0,1.01,1.12,1.01,1.08,266373.0,1
16.9914,10.1574,42.0064,1386.8602,-54.7891,100.0,10.0,1.05,1.11,0.9901,1.05,451935.0,-1
7.8126,7.1744,37.5778,1397.4831,-76.9663,80.0,20.0,1.01,1.08,1.01,1.01,106613.0,1
5.6683,7.1666,39.62,1416.7664,-86.5868,90.0,30.0,1.02,1.09,1.01,1.04,128300.0,-1
8.0424,12.1442,37.5848,1433.4473,-122.3299,100.0,40.0,1.04,1.05,0.999,1.02,121612.0,1
7.7891,18.7368,35.6321,1456.0826,-120.9566,100.0,50.0,1.1,1.17,1.0,1.0,201830.0,-1
20.6011,30.6664,40.8019,1485.523,-123.3326,0.0,60.0,1.1316,1.16,1.0,1.09,209167.0,-1
27.8203,38.4991,42.0213,1503.0977,-23.5264,10.0,70.0,1.2499,1.3636,1.09,1.11,332692.0,-1
43.5779,44.088,51.7594,1519.6117,84.2649,20.0,80.0,1.28,1.3399,1.23,1.2499,104497.0,-1
44.0992,41.3263,51.7749,1513.5027,133.329,30.0,90.0,1.24,1.42,1.22,1.2501,126004.0,1
44.5868,39.6373,53.9395,1506.4852,195.9818,40.0,100.0,1.171,1.49,1.14,1.28,572088.0,1
35.2927,38.5962,48.0564,1493.1259,57.9345,50.0,60.0,1.11,1.21,1.11,1.19,75658.0,1
39.0325,48.6838,45.9939,1493.9296,22.6814,60.0,70.0,1.12,1.2,1.1,1.1601,110534.0,1
41.4634,52.5782,41.0554,1500.1874,-26.4062,70.0,80.0,1.2,1.2021,1.09,1.09,63991.0,-1
65.5556,52.7114,47.1436,1519.8571,-8.7714,80.0,90.0,1.13,1.2,1.05,1.2,130653.0,-1
50.7157,38.7028,46.4944,1522.6938,59.725,90.0,100.0,1.28,1.4,1.0583,1.19,331930.0,-1
41.863,31.6741,51.6309,1527.7215,26.4283,100.0,40.0,1.01,1.29,0.99,1.28,231998.0,1
23.5296,27.5426,31.081,1517.396,-146.2975,70.0,50.0,1.07,1.0701,1.0,1.0101,145516.0,1
29.6296,28.7574,33.9632,1553.7918,-108.0997,80.0,0.0,1.1,1.19,1.07,1.07,50287.0,-1
29.4686,32.0426,37.6336,1584.6906,-124.7899,90.0,0.0,1.05,1.19,1.039,1.14,106432.0,-1
27.1739,33.3643,31.9614,1607.5036,-175.6101,100.0,0.0,1.17,1.2,0.99,1.08,348071.0,-1
39.4853,32.7767,36.4349,1644.2898,-74.6219,80.0,0.0,1.19,1.29,1.15,1.17,152208.0,-1
33.4337,25.6443,38.0319,1670.2598,-41.5228,90.0,0.0,1.29,1.35,1.2,1.2,110488.0,-1
25.4109,21.4643,40.7083,1694.5826,-77.072,100.0,0.0,1.1501,1.29,1.12,1.25,69645.0,1
18.0884,21.3322,33.079,1713.4515,-107.4923,100.0,0.0,1.1801,1.284,1.15,1.16,81531.0,1
20.8937,21.6693,33.9528,1751.0875,-115.3001,90.0,0.0,1.21,1.3,1.18,1.18,73238.0,-1
25.0145,20.6269,38.0151,1790.5286,-111.0856,100.0,10.0,1.25,1.29,1.15,1.2699,87564.0,-1
19.0997,16.0582,38.0196,1819.5505,-104.981,90.0,20.0,1.26,1.3299,1.26,1.27,44310.0,-1
17.7664,12.6382,39.2905,1852.7006,-110.6831,100.0,30.0,1.4,1.429,1.24,1.3,144806.0,-1
11.3086,11.4897,43.6694,1885.2292,-83.6586,70.0,40.0,1.39,1.43,1.38,1.4,27383.0,-1
8.8395,15.947,42.5162,1904.5477,-107.789,80.0,50.0,1.36,1.45,1.36,1.38,117823.0,1
14.321,28.7601,41.4372,1930.1973,-120.8125,90.0,60.0,1.44,1.49,1.36,1.36,96464.0,-1
24.6806,42.1865,43.6494,1963.0827,-115.315,100.0,70.0,1.47,1.5,1.34,1.42,191694.0,-1
47.2786,53.4537,48.2898,1989.9516,-8.1594,10.0,0.0,1.58,1.61,1.46,1.54,197105.0,-1
54.6002,53.0287,49.8807,1999.2304,45.4511,20.0,0.0,1.81,1.84,1.54,1.58,96440.0,-1
58.4822,47.2287,59.5997,2002.6919,37.9573,30.0,0.0,1.55,1.88,1.54,1.8,120149.0,1
46.0035,35.8225,47.9922,1967.3622,-43.1272,40.0,10.0,1.48,1.57,1.47,1.52,86298.0,1
37.2003,24.3505,47.9922,1976.9853,-55.3606,50.0,20.0,1.51,1.55,1.43,1.52,77825.0,-1
24.2638,14.3842,47.6003,1987.9833,-63.8372,60.0,30.0,1.59,1.6,1.42,1.511,132479.0,-1
11.5873,9.8836,50.2114,2002.1594,-53.8265,70.0,40.0,1.48,1.67,1.4301,1.58,179034.0,1
7.3016,16.2593,45.5349,2006.0394,-72.3158,80.0,50.0,1.45,1.61,1.3901,1.46,142995.0,1
10.7619,33.3022,45.5349,2031.9021,-84.9201,0.0,60.0,1.45,1.5,1.39,1.46,89894.0,1
30.7143,54.9153,45.5349,2061.4596,-74.5216,0.0,70.0,1.62,1.6237,1.38,1.46,564166.0,-1
58.4304,68.2874,52.0717,2095.2395,31.6568,10.0,80.0,2.25,2.38,1.6,1.68,751951.0,-1
75.6012,71.9122,73.1099,2094.5594,112.2075,0.0,90.0,2.42,2.43,2.01,2.17,344884.0,-1
70.8305,71.1602,88.1565,2006.2822,183.1019,0.0,100.0,2.13,2.5,2.03,2.4,550304.0,1
69.3049,75.033,82.5283,1864.3225,161.2489,0.0,100.0,1.81,2.25,1.7105,2.0,507527.0,1
73.345,77.1475,74.2771,1773.5114,139.7937,0.0,100.0,1.63,2.14,1.5,1.7,1091693.0,1
82.449,78.4411,69.0081,1723.2988,99.2337,10.0,80.0,1.59,1.61,1.5,1.58,49239.0,1
75.6486,74.347,68.0257,1687.3415,133.1264,20.0,90.0,1.5,1.64,1.47,1.56,269292.0,1
77.2256,74.413,67.563,1649.8188,201.8108,30.0,100.0,1.52,1.65,1.43,1.55,247060.0,-1
70.1668,69.1193,63.7902,1608.7215,259.0919,0.0,100.0,1.29,1.64,1.21,1.47,366125.0,1
75.8467,63.2934,54.2019,1576.0389,135.0506,0.0,0.0,1.24,1.34,1.16,1.31,150609.0,1
61.3445,48.6461,45.2278,1567.2587,-6.6032,10.0,0.0,1.23,1.24,1.16,1.2,41926.0,1
52.6891,39.6284,48.327,1576.8671,-1.9827,20.0,0.0,1.2064,1.26,1.15,1.24,47075.0,-1
31.9048,35.5537,44.0109,1580.7053,-58.4259,30.0,0.0,1.2,1.21,1.1499,1.19,50949.0,1
34.2913,41.3858,42.1854,1594.0203,-77.7801,40.0,0.0,1.12,1.19,1.12,1.169,31856.0,1
40.465,44.2175,36.9911,1612.9875,-85.188,50.0,0.0,1.19,1.27,1.1,1.11,167410.0,-1
49.4012,42.8012,42.1958,1645.2,-68.6748,60.0,0.0,1.27,1.27,1.18,1.2,67712.0,-1
42.7864,34.9829,44.7189,1665.9429,-65.9705,70.0,0.0,1.22,1.31,1.2,1.2401,132399.0,1
36.2159,27.6283,46.5884,1682.4883,-83.4639,80.0,10.0,1.25,1.29,1.16,1.27,93372.0,-1
25.9464,20.0911,43.3824,1696.058,-120.4884,90.0,20.0,1.25,1.27,1.06,1.225,281231.0,1
20.7228,15.8739,44.1779,1719.602,-132.3839,100.0,30.0,1.3,1.3499,1.05,1.24,240277.0,-1
